node_id,x,y,z,sigma_xx,sigma_yy,sigma_zz,tau_xy,tau_yz,tau_zx,ux,uy,uz,von_mises
0,0.0,3.9395569206345056,4.487368828458599,2457.5564632684814,-3429.862573796888,-74777.13494808828,531.4293158740833,4689.351245969316,2800.5496908119735,-2.552111892849489e-06,7.192334971773971e-07,-2.0961320036318693e-05,75069.91940969478
1,0.0,4.297698458874006,4.487368828458599,1110.5385444592941,-3925.3329370626548,-90642.6691330458,-2946.3782013103028,10688.314710923014,7540.752818186997,-2.5023406279725783e-06,7.386360165047899e-07,-2.0929770290241293e-05,92310.92170267898
2,0.0,4.297698458874006,5.128421518238398,-1654.6990052125882,-2097.329982629081,-56047.44738830361,-854.0942115693953,2180.202904374701,3093.937291760662,-2.7966678588634734e-06,7.377104052660959e-07,-2.1166497556467978e-05,54588.06382573689
3,0.12274623317831557,4.297698458874006,5.128421518238398,5354.619118934996,2057.886428981801,-33685.5523622513,2570.1018332002363,-790.7243697276753,-15710.802358032752,-2.789269423933549e-06,7.172361775939393e-07,-2.110900271963813e-05,46566.92349459256
4,0.0,3.9395569206345056,5.128421518238398,-2662.590236189139,-3115.1524919578005,-50906.06830632927,348.87243132097393,-447.934734608654,1129.151464305908,-2.866556024228129e-06,7.263139250629053e-07,-2.115734703973268e-05,48068.66789526558
5,0.12274623317831557,4.297698458874006,4.487368828458599,2832.723940679055,-2713.579755211726,-88697.30657460896,-326.4752761982942,5237.7506898974125,8448.204947923956,-2.49052471166002e-06,7.237676180883312e-07,-2.0905629326750143e-05,90540.55986129928
6,0.12274623317831557,3.9395569206345056,5.128421518238398,2652.8745039662927,209.4980799467421,-32748.045209538195,1968.0924887121992,54.88103207825823,-11091.995958528752,-2.860426890285915e-06,7.066074244118059e-07,-2.1099550043989914e-05,39413.49712017872
7,0.0,3.9395569206345056,3.846316138678799,-2933.6402950582033,-6379.125322951119,-103655.28422504374,-118.01101667978192,8590.174479673597,17637.87624373428,-2.5925228430785184e-06,6.98001571760716e-07,-2.0570844563058406e-05,104710.9598591878
8,0.12274623317831557,3.9395569206345056,4.487368828458599,4150.681059183866,-3546.890019149051,-77258.00580708051,1076.7270084092252,3245.004573070513,9412.04089315586,-2.5408722606184605e-06,7.036665842394322e-07,-2.0924659535131432e-05,79754.6580004054
9,0.0,3.5814153823950052,4.487368828458599,2949.6946037810076,-3299.3159303789384,-71992.86820028794,-1185.7375176415749,5363.171333715309,3734.49772346094,-2.597052641721714e-06,7.026244443140019e-07,-2.0978450348753597e-05,72934.6909794268
10,0.0,4.297698458874006,3.846316138678799,-220.56330166056952,-6085.6363883742715,-88537.74741926098,-4657.007226945898,8644.046599456313,13605.96333247392,-2.5747075512975276e-06,7.192353552247192e-07,-2.054718382108196e-05,90337.842798587
11,0.24549246635663113,4.297698458874006,5.128421518238398,6460.376018384495,2576.850515165518,-28831.51264975033,917.777294407865,-1758.574375485547,-626.6163910771874,-2.7824802390639485e-06,6.957141976103273e-07,-2.1038942283860027e-05,33712.38448541046
12,0.0,3.5814153823950052,5.128421518238398,-2689.407795949677,-3438.45368752776,-48946.264772042676,-262.7913236443963,3289.08688551586,-859.018532225171,-2.924333308736161e-06,7.133245752976847e-07,-2.116535245585401e-05,46265.371200888905
13,0.12274623317831557,4.297698458874006,3.846316138678799,-2054.4900822971017,-4544.3606603813105,-89078.32096002021,-1782.7343270216704,5420.563322637048,31332.471074670146,-2.5658316637255983e-06,7.147494190153669e-07,-2.0556360075225883e-05,102007.45902245113
14,0.0,3.5814153823950052,3.846316138678799,-3230.8588070189317,-7570.057951595014,-108050.52338080332,-1620.9992349706324,7300.514144070218,19840.855693471553,-2.612949348878138e-06,6.763622414174622e-07,-2.0588905332217034e-05,109086.71519270238
15,0.12274623317831557,3.9395569206345056,3.846316138678799,-780.6010088174587,-4098.68373311849,-94727.93566291535,301.08701721506094,6049.694981272636,32865.175302299715,-2.5825588047185424e-06,6.91268143833261e-07,-2.0568496840845335e-05,108976.20825066481
16,0.24549246635663113,4.297698458874006,4.487368828458599,12644.2826390251,328.03262632977396,-77740.48441973567,-2694.6070220216257,2273.2758411235177,31066.259670186853,-2.4753019432089798e-06,7.061015198307951e-07,-2.0851915838325727e-05,100700.14042717151
17,0.12274623317831557,3.5814153823950052,5.128421518238398,3042.7842369663335,-1289.5284045285564,-30629.73909482797,753.1754525024214,2097.7177136972864,-11823.854715864716,-2.9181115030130714e-06,6.966357425261016e-07,-2.1105426335327063e-05,37961.053218845074
18,0.12274623317831557,3.5814153823950052,4.487368828458599,4698.104619497164,-4386.8199277002705,-75307.88312690081,-125.89572224478226,3997.144719376004,8241.06030161849,-2.585648336777456e-06,6.88088347379056e-07,-2.093837791174445e-05,77513.67517355442
