node_id,x,y,z,ux,uy,uz,ux_abs,uy_abs,uz_abs
2912,3.074320397084671,1.2275300894599717,0.22456137746875315,-9.666715127986393e-10,7.332249197663626e-10,2.222487457756954e-08,9.674265282168634e-10,7.340323187423485e-10,2.2246777182712943e-08
2913,2.8316108920516707,0.4091766964866572,0.0,6.398421453222032e-09,-2.8195609892608275e-09,2.9005174796960823e-08,6.404239615187224e-09,2.8226268849323195e-09,2.9036203974777276e-08
2914,3.1552235654290044,1.6367067859466289,0.22456137746875315,-7.771079017716928e-10,8.056910942169911e-10,1.5452856950547464e-08,7.776383274133102e-10,8.06578753859633e-10,1.5466720627224022e-08
2915,2.912514060396004,0.8183533929733144,0.0,5.505425039688341e-09,-3.1034848663850256e-09,2.5205145732286194e-08,5.510141841936942e-09,3.1068411655193504e-09,2.523150489456856e-08
2916,3.2361267337733377,2.045883482433286,0.22456137746875315,-5.741178865489905e-10,8.54964289834964e-10,7.445097044895641e-09,5.744180105612936e-10,8.559071628524343e-10,7.44973880298761e-09
2917,2.9934172287403378,1.2275300894599717,0.0,4.544339249278065e-09,-3.471827784724259e-09,2.018996612688469e-08,4.547879475882763e-09,3.475580222497305e-09,2.0210291444625634e-08
2918,3.3170299021176715,2.4550601789199433,0.22456137746875315,-3.6289743262254065e-10,8.727272212699554e-10,-1.535110265691632e-09,3.6298713268561654e-10,8.736886915021334e-10,1.5451050585354686e-09
2919,3.074320397084671,1.6367067859466289,0.0,3.527979103206875e-09,-3.840118674855128e-09,1.3867269726947631e-08,3.5303061835866683e-09,3.844274085565692e-09,1.3880097683201119e-08
2920,3.3979330704620048,2.8642368754066005,0.22456137746875315,-1.5088133871144805e-10,8.552809986301139e-10,-1.1117780994094717e-08,1.5089997176378635e-10,8.562209153747544e-10,1.1136315357409111e-08
2921,3.1552235654290044,2.045883482433286,0.0,2.4750193826048155e-09,-4.134632461153685e-09,6.3328615146091206e-09,2.476161924628939e-09,4.139104993150459e-09,6.3369879698764936e-09
2922,3.478836238806338,3.2734135718932578,0.22456137746875315,5.612339695282897e-11,8.049952378710492e-10,-2.0898805682861678e-08,5.7465691691238465e-11,8.058784531594384e-10,2.0928644122162183e-08
2923,3.3170299021176715,3.2734135718932578,0.0,-5.657970827316398e-10,-4.01244536602155e-09,-2.046117568859336e-08,5.709534024480624e-10,4.016649289412516e-09,2.04882309955978e-08
2924,3.2361267337733377,2.4550601789199433,0.0,1.4222861516566323e-09,-4.302662817495962e-09,-2.169768779057216e-09,1.4224625327476117e-09,4.307300117956081e-09,2.177706845777001e-09
2925,3.3979330704620048,3.2734135718932578,0.07485379248958439,-3.158643244523974e-10,-2.5314871564740207e-09,-2.0709998470178563e-08,3.1906866492867606e-10,2.534144294779937e-09,2.0738462981180548e-08
2926,3.559739407150672,3.682590268379915,0.22456137746875315,2.54024900819688e-10,7.34120010046171e-10,-3.0511313792902637e-08,2.5493576558652845e-10,7.349259081354624e-10,3.055230407498394e-08
2927,3.7215457438393384,4.500943661353229,0.37426896244792196,2.1844291361291686e-09,3.587575452536445e-09,-4.8573168158457056e-08,2.189866062628921e-09,3.591293616326291e-09,4.863491354613386e-08
2928,2.8316108920516707,0.0,0.14970758497916878,1.2979440039242309e-09,-5.783298222698955e-10,3.509273731849358e-08,1.2991761499625875e-09,5.789642820464646e-10,3.513045096463707e-08
2929,2.912514060396004,0.4091766964866572,0.14970758497916878,1.232883587017573e-09,-6.054455407628103e-10,3.1842746690691247e-08,1.2340116684461354e-09,6.061023533099275e-10,3.1876343192135654e-08
2930,2.9934172287403378,0.8183533929733144,0.14970758497916878,1.060039997393954e-09,-6.547771202673553e-10,2.7654905615733453e-08,1.0609454476524403e-09,6.554827322065741e-10,2.7683352963620187e-08
2931,3.074320397084671,1.2275300894599717,0.14970758497916878,8.669284594090028e-10,-7.270727177985667e-10,2.222297565948874e-08,8.675931308475967e-10,7.278560651926205e-10,2.224487559577525e-08
2932,3.1552235654290044,1.6367067859466289,0.14970758497916878,6.620377194439418e-10,-8.050764412325657e-10,1.544986730425775e-08,6.624580465902458e-10,8.059455798410222e-10,1.5463726860861965e-08
2933,3.2361267337733377,2.045883482433286,0.14970758497916878,4.517806309680497e-10,-8.725406354503983e-10,7.441766436536813e-09,4.5196803993173795e-10,8.734812047914488e-10,7.446403962263156e-09
2934,3.3170299021176715,2.4550601789199433,0.14970758497916878,2.448037880784822e-10,-9.161124632504843e-10,-1.5380259837169894e-09,2.448176092797525e-10,9.170942531975291e-10,1.548019634522227e-09
2935,3.3979330704620048,2.8642368754066005,0.14970758497916878,5.1842549506860824e-11,-9.294267577285807e-10,-1.1119451392659958e-08,5.2334566261433154e-11,9.30410341435309e-10,1.1137988169016999e-08
2936,3.3979330704620048,4.500943661353229,0.0,-2.186483100402449e-09,-3.4934699184221666e-09,-4.47141709271342e-08,2.1923100025780683e-09,3.4969290501934676e-09,4.4766927913436135e-08
2937,3.3979330704620048,4.091766964866572,0.0,-1.9575850948529354e-09,-3.5617955471454325e-09,-3.729443504921357e-08,1.9630971499052542e-09,3.5653668164829996e-09,3.733983859935396e-08
2938,3.478836238806338,4.500943661353229,0.07485379248958439,-1.1628941416268243e-09,-2.1951199542668083e-09,-4.582245113435497e-08,1.1663721464744415e-09,2.197289848650268e-09,4.5877601365004434e-08
2939,3.478836238806338,4.091766964866572,0.07485379248958439,-1.0935763059889815e-09,-2.238829638501907e-09,-3.8177228954960554e-08,1.0968852128570776e-09,2.2410709211049888e-09,3.8224767746026884e-08
2940,3.559739407150672,4.500943661353229,0.14970758497916878,-2.483339784609236e-10,-8.017319191955184e-10,-4.6819582404388025e-08,2.496306137846191e-10,8.024958621255088e-10,4.687701604521151e-08
