node_id,x,y,z,sigma_xx,sigma_yy,sigma_zz,tau_xy,tau_yz,tau_zx,ux,uy,uz,von_mises
0,2.7279809627962823,0.0,0.0,-508758.4763608139,-495693.8685886457,-393065.1377888,2864.6590906859906,24668.836305830497,64556.39426359721,-1.0109631555984309e-07,3.133910416099843e-07,1.4580209498958692e-06,162471.54171116668
1,2.9098463603160347,0.0,0.0,17616.6212457533,36362.94482698821,175750.63856394173,12305.106326291798,18777.917482921035,21378.54947250914,-1.6105822350675498e-07,3.0070963610566376e-07,1.618070136670604e-06,158986.0535892689
2,2.9098463603160347,0.2224119082108197,0.0,80975.01321267353,88454.30656488502,212690.1230575355,6316.426069166826,10762.558965067281,43892.52083251799,-1.3169818734043888e-07,2.483673293982989e-07,1.7606831381053548e-06,150554.05654260694
3,2.9098463603160347,0.2224119082108197,0.5060121560065178,156582.96583791776,158038.19883601577,296176.24110229407,-1303.6848131733866,18461.131117928075,46365.275262471376,-3.003180977009468e-07,8.571678955182459e-08,2.0559231667180693e-06,163590.99786011424
4,2.9098463603160347,0.0,0.5060121560065178,641432.3721834788,618230.7460285462,800102.4616635122,-4677.081659381167,7440.822175885863,55829.95031916059,-3.339824169046124e-07,1.5387507666544722e-07,1.956041364960869e-06,197429.96148088903
5,2.7279809627962823,0.2224119082108197,0.0,-153096.67593649426,-145565.8858216925,-31621.660992599776,3246.336044300542,7752.775483840438,56048.02238818517,-7.939786097977993e-08,2.591075305756012e-07,1.5862413162078919e-06,153408.48845733184
6,2.9098463603160347,0.4448238164216394,0.0,-9470.657643642842,-15284.053718339508,101060.1155317192,3593.652286700572,-400.41567543768934,53679.62032788543,-1.0882613202056163e-07,1.9000746671654947e-07,1.8457978609457314e-06,146891.57729300135
7,2.9098463603160347,0.4448238164216394,0.5060121560065178,276387.5056473022,274152.14361652045,424258.40150325274,-2490.4745222445144,5190.379506284753,23981.96226483862,-2.760360949588377e-07,2.148907736050663e-08,2.1325181812677582e-06,155003.78937695737
8,2.7279809627962823,0.0,0.5060121560065178,731085.9936040728,753376.1172068642,1015290.9438386066,3840.014544727081,-2623.3780497906605,-22132.614200732733,-2.453148697948135e-07,1.8416561526962185e-07,1.8096823430767888e-06,276529.8920282427
9,2.7279809627962823,0.2224119082108197,0.5060121560065178,53151.64605972444,82867.32679390551,262300.4359505736,-4244.563108441722,3090.339047373072,54165.51664021374,-2.2642215081438346e-07,1.0673396142321412e-07,1.8883295762990737e-06,217475.62723417341
