node_id,x,y,z,sigma_xx,sigma_yy,sigma_zz,tau_xy,tau_yz,tau_zx,ux,uy,uz,von_mises
0,8.302539058869849,0.0,0.0,377753903.48210794,398472277.2312718,206716442.0269936,-34969828.12555758,-31747701.542999316,20652493.465845015,2.104723371386192e-05,-5.4810787932791765e-05,0.00041748297155615595,202974567.4699383
1,8.510102535341595,0.0,0.0,-88237583.73284791,-337072073.1502344,-287359218.8626725,64755989.24828394,-5353258.830365615,-153233733.42989305,0.00010447650310725401,-7.300894573517633e-05,0.0003829112146378273,367596811.7984407
2,8.510102535341595,0.19581488662964894,0.0,-62513097.93018334,39555460.91696994,-86309845.3645587,-593403.4668819875,-41555750.36021298,-36161437.92253986,0.00017088163035922029,-9.92017720651938e-05,0.0003802442101675467,150059394.68879744
3,8.510102535341595,0.19581488662964894,0.4335812593164694,-27461596.53045909,59400753.012903735,-50672103.44290072,-67145509.91794166,16546190.330519918,-6130867.13593977,-8.742703738376002e-05,-0.0001257998381966711,0.00026059657099927817,156714916.03906503
4,8.510102535341595,0.0,0.4335812593164694,-258417830.864175,-342307075.44171005,-423409188.3604766,-154486449.10471368,55309643.099415995,47588592.03039403,-1.410945574857554e-05,-0.00015270788901397962,0.00022557869179498064,328615632.7180513
5,8.302539058869849,0.19581488662964894,0.0,-218138574.45989937,-209017219.06902224,-311809735.043411,-70045310.0086346,-44899092.12602984,-27220177.667703677,0.00021882776524133153,1.190960314815787e-05,0.0002817118863721173,180835641.93878713
6,8.302539058869849,0.0,0.4335812593164694,-9521719.969763977,-52824500.9676622,-16824306.338275082,-42028565.99323827,69567265.41024724,33871378.9687399,-5.941979801983743e-05,-1.124315588363401e-05,0.00013282061260923395,157708787.26197508
7,8.510102535341595,0.3916297732592979,0.4335812593164694,-40099361.3296819,143665200.9128937,74989290.28950933,10182046.140732383,-23819696.908997446,6575072.119223552,-9.668695302041648e-05,-3.26262805212298e-05,0.0002503759211518372,167357244.17336866
8,8.302539058869849,0.19581488662964894,0.4335812593164694,126353209.58081928,68016900.27920796,129025582.13100772,22058617.09791511,-4969813.546266496,-41822398.45027347,-7.519758941339104e-05,-2.3783929841296722e-05,0.00023478303641509568,101721909.39472559
9,8.510102535341595,0.19581488662964894,0.8671625186329388,37434573.339144826,-61831814.68085011,97742973.25025275,77279879.72223578,11031292.413288008,21107380.84786342,5.6790742215453045e-06,3.173006086578895e-05,0.0003064638130109603,197726296.08162323
10,8.510102535341595,0.3916297732592979,0.0,172104237.33415967,514977678.6055136,291633068.526939,-39046675.713458166,-66292577.45099494,56681213.36183343,6.654519689206807e-05,4.0679356341713754e-05,0.0003511567363823946,343893010.26042235
11,8.094975582398103,0.0,0.0,159994676.42554638,91339530.59855068,121834657.15347828,56980907.44026345,-36877964.80037706,6503026.95680552,-2.5424045004959512e-05,0.00023229076671698454,0.00018088299012663736,132276705.47715431
12,8.510102535341595,0.0,0.8671625186329388,-99075361.29965433,21194590.973397758,92804835.49494556,134896917.9318385,-79564175.89251861,-52153400.06254485,-0.00010572508420072042,7.539352858870133e-05,0.0003330908799090375,331584514.5723971
13,8.302539058869849,0.3916297732592979,0.0,1911511.8212293985,46373959.51112548,-103501304.20962226,11815381.657573305,-32430163.914897777,-60837867.130633734,0.00014227938103748708,7.672546810720893e-05,0.0002829612809848892,180148209.57629585
14,8.510102535341595,0.3916297732592979,0.8671625186329388,425305232.0066178,195304957.43875587,404833953.4593269,-37998838.9760829,76854160.09118134,44124025.49268028,-2.91017727381811e-05,-0.00010689203800084925,0.0003606848527816107,276591774.6383834
15,8.302539058869849,0.3916297732592979,0.4335812593164694,29603425.895870153,69997913.5377531,147226640.62297803,53003749.50964528,-27747807.476447284,-18884356.391218215,-3.531365983800262e-05,-9.363973944262133e-05,0.00021636454673852514,150078237.514045
16,8.094975582398103,0.19581488662964894,0.0,-69111691.55229251,-197857091.91040313,-146124314.31883407,14409284.526567155,-33894610.170112625,-40615783.39634979,9.361550011249233e-05,0.00014435665996419974,0.00022183817253572927,147002187.22249445
