node_id,x,y,z,sigma_xx,sigma_yy,sigma_zz,tau_xy,tau_yz,tau_zx
671,0.7000000000000001,0.03,0.06,-452897.606010938,-117869.17992025614,-266955.8044073449,4378.434727102946,-75053.12480892385,148335.49611486337
672,1.0,0.08,0.1,-156856.23803076774,-45503.762993485696,-87193.08326167065,63990.64184792827,-105949.59008148617,35686.25332286019
673,0.8500000000000001,0.06,0.08,-747091.5743537372,-89376.8491062069,-206746.3414055509,28985.620768841723,99636.380977241,138580.92140141575
674,0.65,0.03,0.05,-121619.5542907071,-216053.37396471674,-492744.7750384836,17354.55240174827,2302.499297356917,73359.1639363627
675,0.8,0.06,0.07,-764766.162567483,-195455.34352235383,-454180.8254539756,22418.671288414935,-15074.06586688449,195203.1802454167
676,0.6000000000000001,0.03,0.04,605931.545818018,15713.373487581479,47174.42413174312,-39433.032843185785,-2979.353333905385,142348.41693972447
677,0.8500000000000001,0.1,0.0,2726449.213518206,1530370.94966076,3588692.5034108195,-55586.87799866833,-1409538.1530746506,-31644.014397003408
678,0.8500000000000001,0.1,0.01,1020644.9845398305,49076.82853578342,183420.00163122985,-20943.587434272187,135746.91607405958,177253.8174625168
679,0.8,0.09,0.0,1395595.627914352,-126939.35549544814,-462927.8727596552,-45232.233912003176,305283.97697053273,-136638.88367440944
680,0.8,0.09,0.01,924655.4740380418,-326269.644249092,-800042.8646326812,-16257.183692630733,916541.3565078323,-75575.93720703125
681,0.75,0.08,0.0,2009801.6611855847,93161.16867390262,113562.18187834523,-52298.58205995944,64471.628854924034,-192763.10930212442
682,0.75,0.08,0.01,1699297.1252141376,144497.84007725056,274574.1938041566,-86110.50956663408,-5987.382380272472,147089.80586330156
683,0.7000000000000001,0.07,0.0,2322435.8409065693,76191.3942737337,57454.89244699204,-66979.6110358989,-100869.85560971533,-157875.60741220333
684,0.9,0.1,0.04,-837871.0803484222,-1033938.7043422929,-2357751.916989829,-2927.4981665771115,-1293214.6943356358,379140.79003720905
685,0.7000000000000001,0.07,0.01,1721990.0180315725,-113808.12326157228,-236612.2548487612,-57202.10938588251,-38051.17393287765,119381.8436997376
686,0.65,0.06,0.0,2368000.042631158,-8278.936816077283,85564.636000499,208500.28404904026,56994.85831240778,-225366.450614105
687,0.8500000000000001,0.09,0.04,554749.2468451896,300090.3476606726,671101.78556177,-3474.480128632825,1729291.2215974163,-94636.81604265842
688,0.65,0.06,0.01,1830982.5635238208,-50234.591055197045,-16466.611637297796,411190.4368337963,-5831.807564004414,9428.711695502163
689,0.6000000000000001,0.05,0.0,2085336.7212533776,-239038.21876175064,-526015.9085042638,464727.7961748487,13082.806934571649,-394843.55002761015
690,0.8,0.08,0.04,1372344.107755116,1031369.9292181765,2417218.9838196156,-19764.586989665262,-2527103.676099846,526460.3250087231
691,0.6000000000000001,0.05,0.01,2146088.5950583606,60082.7573669424,-22465.749957829536,-445715.9918142668,-2087.1026935010864,258628.65369057568
692,0.55,0.04,0.0,3803302.5272648544,1423655.1974789223,2725942.2078255117,15896.154233465391,53752.53760423404,-507953.47229926125
693,0.9500000000000001,0.1,0.07,572055.4514973849,708487.5327651292,1625922.5885042432,-3017.9427323409295,1957101.559704491,232267.4561495833
694,0.75,0.07,0.04,509693.6470024122,60611.31328893959,122185.80972522932,133651.07079503988,-1505492.0976722024,705732.2758683857
695,0.55,0.04,0.01,1845390.5300110276,-452250.7782354461,-1638333.2022688251,-302147.0552184038,-46585.51205256266,103783.77414180894
696,0.5,0.03,0.0,-1653185.7747579354,-3354479.283528919,-10160513.962195963,-273503.1795430092,-127356.54627790216,-314966.5458062749
697,0.9,0.09,0.07,-2132098.853476752,-1856974.946574968,-4337806.961443232,4694.506977250533,-1351422.3329459438,164803.43933471554
698,0.7000000000000001,0.06,0.04,781033.8031207502,275273.272727641,655166.3781780831,-211533.4451033599,93936.22065343636,-313100.7017595633
699,0.5,0.03,0.01,2222781.6376300817,885804.8130537133,118297.97013384641,-471750.16914742306,42507.96035332637,263902.395532915
700,0.45,0.02,0.0,236191.1036082076,-1934888.516913942,-4559500.471799294,-289347.07516183157,-157857.34979111666,-726959.280475982
701,1.0,0.1,0.09,-413881.6020315282,-308932.42143526045,-772568.7797793945,-449.03119607700614,-110411.93758139569,22771.452653790213
702,0.9500000000000001,0.09,0.09,-798272.6929650062,-528353.3528684523,-1242335.474537102,16884.157981415196,15696.850404477913,62845.19680980235
703,0.8500000000000001,0.08,0.07,-3935412.8667886155,-3510371.200637256,-8196215.278208411,10457.571532933162,83129.31405688464,393570.907416907
704,0.75,0.06,0.06,723048.9919270815,1037630.5370947636,2429069.2375657773,12114.369942096202,-212489.95351019682,-30092.526270675055
705,0.65,0.05,0.04,612759.7959731587,-24700.933513107124,-131089.99051873077,-6837.1725648890615,-50406.325492412136,-267167.42865345866
706,0.55,0.03,0.03,701577.4311022803,-363163.41413035983,-946128.4637039035,-7938.199367074785,-98175.28059034035,15631.982416853574
707,0.45,0.02,0.01,2657886.5481258873,1017008.2627003881,2423168.7637524987,-48095.0079208552,-15314.090106731695,-215399.75446929072
708,0.4,0.01,0.0,2244283.8234881517,126591.9227944435,184122.6729868903,90830.28534437616,-59175.20754736138,-226781.20158671195
709,0.8500000000000001,0.0,0.1,-1230488.617783777,-135226.0524587411,-239845.11629754078,87600.80050584693,-27695.32314919197,201608.29128735958
710,0.8500000000000001,0.01,0.1,-1170603.7037119896,-48995.93632392099,-104605.8908554532,61156.38661677227,21671.48411132519,154570.2330275324
711,0.8,0.0,0.09,-1140959.748996155,40074.0455541297,98678.2733745865,36444.55391305921,-27916.137357936546,11147.607800151382
712,0.8,0.01,0.09,-1099318.843408561,78830.65833379967,196631.37297885574,37373.664983599585,-17766.12550313959,61712.62283989628
713,0.75,0.0,0.08,-974489.5744382316,106429.48468530299,197840.28877607163,10632.492721722767,-80987.43079332731,191758.98187560838
714,0.75,0.01,0.08,-1377929.3414865017,-319611.2689857567,-725498.9008802809,29183.324203677937,55765.139318624584,181009.2133051541
715,0.7000000000000001,0.0,0.07,-951735.9554217019,-149182.03142464496,-429767.7393348119,4328.57592818333,214.4087488894829,178624.59948706173
716,0.9,0.04,0.1,-1327794.2048029548,-547354.1497755381,-1344264.6394177089,60709.42254448223,-9016.526985961478,142242.94014941098
717,0.7000000000000001,0.01,0.07,-1006070.3815735523,-232267.23836635996,-513708.1934253986,14961.393780388618,-3320.9984929763036,180910.44707397564
718,0.65,0.0,0.06,-297957.0618257705,108451.30605364074,151827.5285583422,-4536.93724335868,-57043.10180926951,116329.46748463437
719,0.8500000000000001,0.04,0.09,-761210.6151300279,130531.36546999696,305113.9727297879,48092.42069018044,-5289.840842839838,57262.38147052293
720,0.65,0.01,0.06,-357763.3806379435,15857.120215998346,62822.81804970923,4183.134740472799,4330.941558473863,102576.87520826442
721,0.6000000000000001,0.0,0.05,118570.16756508253,61892.54671410991,9045.009487003086,-3669.6770184994066,-25703.350323947,60763.89044281232
722,0.8,0.04,0.08,-862702.0401772764,11085.376051509744,34542.37778386519,40004.654849435414,37909.973893124705,135164.45072617233
723,0.6000000000000001,0.01,0.05,98765.05269045818,4020.8199432886026,1565.9716994327716,-1221.1603562073324,-14992.93120582423,42756.19883822717
724,0.55,0.0,0.04,565866.8891893813,16164.532659713464,-143558.6228993003,-21152.333676215367,-32748.857538329714,31331.940957912062
725,0.9500000000000001,0.07,0.1,-399450.2018696858,-15611.114785914939,-68525.71566115737,72017.17471707275,17331.37462184208,77083.27980785455
726,0.75,0.04,0.07,-711024.9447248352,-27857.378988914286,-54360.18851027307,24174.80755289109,-154551.45682018527,173996.31427763213
727,0.55,0.01,0.04,548190.4844328313,-49516.54455397415,-176550.66200271607,-11897.596992754017,-3639.7644892201056,66176.1111048253
728,0.5,0.0,0.03,1155239.2370456294,250031.7796955542,251238.74407577276,63555.4382873212,-51804.50399340111,-4489.159486230107
729,0.9,0.07,0.09,-508505.892068653,80604.4943084995,183364.38238594314,36614.325255216005,-15253.177201163462,68373.34911056489
730,0.7000000000000001,0.04,0.06,-371306.3125124732,-19543.065919428434,-22710.057519891794,15178.90527329263,56246.38320272754,120418.30866092183
731,0.5,0.01,0.03,963819.7637433275,81861.98577821927,13804.858601795751,1569.493355971575,-5396.831106414157,52541.06930192946
732,0.45,0.0,0.02,1369371.443326652,114854.3485648783,116837.40525600081,-75935.33300222077,-123380.66431830365,-242194.2613126455
733,1.0,0.09,0.1,105386.42077399962,209460.11424696443,510820.5497636668,35276.67590730604,-39193.82199165161,32171.70832396375
734,0.8500000000000001,0.07,0.08,-637913.6478904226,16720.981599658,40755.79676710258,23186.628248845424,-2005.5578781034003,139455.47418421626
735,0.65,0.04,0.05,10981.40007245349,-82867.04431073368,-180587.25678333183,594.1265334170633,-31984.589548464173,62998.738805502755
736,0.45,0.01,0.02,877535.1796300149,-392560.14363104984,-868060.9142992152,-43766.04010424832,-55294.98110361761,-13651.460408135443
737,0.4,0.0,0.01,1649143.3639239066,-76782.36489197818,-286265.4169850377,41755.03941577062,-33455.40924203642,-118642.72891730955
738,0.8500000000000001,0.1,0.02,-161269.37465046573,-910978.4154727235,-2034215.426061584,-14876.275894033479,3686115.572200765,-378567.41718746437
739,0.8,0.09,0.02,1352602.2418991532,410618.27778315137,918496.2775567041,9615.698636158515,1018475.3942937439,-215397.69035556304
740,0.75,0.08,0.02,1266284.8928061542,77253.53137096445,163056.79570632667,-80967.03016949074,-63570.684947416536,110031.39729235855
741,0.9,0.1,0.05,213961.3209595022,175218.64997719554,432313.0824092665,705.7565103458569,182545.65160972872,155253.57502399007
742,0.7000000000000001,0.07,0.02,1368548.1653056338,-12374.117534437866,2710.064910961795,-5758.224189180589,44683.20054826164,30933.95376689159
743,0.8500000000000001,0.09,0.05,992556.0363510024,960539.1693091553,2228190.333020272,-2747.9785832893917,-2644302.940042161,401507.873514204
744,0.65,0.06,0.02,1607112.3938175498,60936.695028124166,61370.78006378115,-441233.9594633663,-1903.7280000849062,188330.55435312484
745,0.8,0.08,0.05,183207.76240088363,143821.89548276598,337918.6448719468,-9589.504683809195,-7111971.609299387,1576771.3224501335
746,0.6000000000000001,0.05,0.02,2370979.1904567755,376564.401398814,307378.00260933966,-1125522.2986556357,24482.34088296043,-77395.95112559282
747,0.9500000000000001,0.1,0.08,-126431.39232566555,88322.73522434782,173200.8744575101,73.92611759291057,59253.03479519484,132796.65345426943
748,0.75,0.07,0.05,-1303312.2541795296,-1365500.0758734224,-3186563.435520792,954.0247473562702,-960913.9067165874,709180.2748243931
749,0.55,0.04,0.02,2849258.159312858,1030169.714707888,1997556.9564815664,-297935.24953307846,82754.9754821579,88394.35220766909
750,0.9,0.09,0.08,810838.0644445214,1236115.0253863528,2889444.1827453054,9747.404131926096,188132.0450490401,102528.5915889787
751,0.8,0.07,0.07,1397972.791762658,1964196.0708388202,4583493.418255139,19578.26504062392,-246774.67361017948,-3872.472409539547
752,0.7000000000000001,0.06,0.05,100069.69473277884,33692.11777792773,97978.38494203688,28133.044398849735,64576.116186668536,226832.20880109977
753,0.6000000000000001,0.04,0.04,568054.0960951438,40577.96223214236,146877.4058609265,-45945.149775729034,19161.394719189244,302017.44506942993
754,0.5,0.03,0.02,3076543.6087724683,1926713.1567340628,3828063.216819372,-107053.9980346208,229016.99401501447,76449.54462138943
755,0.4,0.01,0.01,1556863.4105206612,-131385.27412862153,-324719.7481069105,5835.329390024,-48778.54508701388,-5761.238103280455
756,0.8500000000000001,0.02,0.1,-1071363.9352603122,48215.48525081124,122280.84981571513,72312.5851803439,-33516.67150490472,163048.54586714544
757,0.8,0.02,0.09,-1425478.2002819097,-248140.40330346717,-568107.3454105316,55564.355411483106,36860.762142990956,63568.04047515806
758,0.75,0.02,0.08,-1669728.8328418096,-606592.0885213076,-1410269.0152003125,38161.90701032315,-4120.760566132429,227237.39986810685
759,0.9,0.05,0.1,-918623.0291563338,-147669.5274590303,-398717.9117475799,59695.05820364849,-63716.547779850865,135198.3955616699
760,0.7000000000000001,0.02,0.07,-916412.4022705066,-128455.63162420697,-289073.6789767853,21202.340083506042,-43534.195362684135,166668.1233025911
761,0.8500000000000001,0.05,0.09,-864201.9585250191,24348.09780176989,61497.24102105172,45923.639182617815,38335.209827971645,52622.77607314142
762,0.65,0.02,0.06,-373904.2536981211,8933.553545839686,23621.67280602695,11061.002192017095,-1132.7346070205474,95198.76502899893
763,0.8,0.05,0.08,-891500.7483166273,-20393.313626518684,-37070.11132593214,36198.35498999288,-77394.12364064707,156147.77265394336
764,0.6000000000000001,0.02,0.05,130090.58714231991,34920.0666976927,73666.7124492068,-9913.194631697761,-29591.42095756592,32678.303795950716
765,0.9500000000000001,0.08,0.1,-356661.2768151691,2310.7291360110803,14323.887256492435,54742.80512183465,-27041.382479634063,75379.9489013854
766,0.75,0.05,0.07,-519331.63637297804,170059.91854789556,414977.1186156826,29940.492590925132,31245.86851708421,118017.53304878889
767,0.55,0.02,0.04,637101.0815664959,46026.29672443872,60694.068623891515,-8353.487095085882,-4491.5747263096455,61314.29947392587
768,0.9,0.08,0.09,-781548.8404457973,-198438.68461088018,-464832.549074512,28710.892086843476,37671.37141728469,77950.45721964608
769,0.7000000000000001,0.05,0.06,-383452.8971660965,-34444.338713710335,-65222.24973269579,18668.81843998491,2336.1093160957353,103361.77620639895
770,0.5,0.02,0.03,777301.2632525618,-31467.399206808714,-306097.21928002156,-38340.78214700106,26755.530860512878,194588.75750155325
771,0.8500000000000001,0.1,0.03,991950.0307349231,471000.00279260543,1186614.0811721925,-17324.565275182023,2343419.896172495,-262420.66609201155
772,0.8,0.09,0.03,837803.0544982512,198476.6418999489,426657.5368309789,13521.192890642538,-265505.90611063887,168368.48188646208
773,0.75,0.08,0.03,625795.0973732459,-186939.93990168985,-435034.0114905228,-67630.18012119901,39249.138495526706,175078.57735011113
774,0.9,0.1,0.06,-704057.2333099294,-587209.6373619323,-1365856.271928034,-860.691103379139,2799571.74030094,83651.04684617255
775,0.7000000000000001,0.07,0.03,918525.2491616906,776.1844030871067,8691.424062597125,212907.08103556978,97580.68985937088,41959.4564591513
776,0.8500000000000001,0.09,0.06,-88450.74719327738,106053.44322167704,238739.04291489272,2429.890681239938,-2532404.0247429833,424343.9108782212
777,0.65,0.06,0.03,1189254.601557864,75539.4212697562,89255.42612991687,-442096.22172480525,-1782.924782098401,97700.33155029488
778,0.8,0.08,0.06,-2051759.7624962537,-1791242.6881669299,-4180209.468875046,10658.756357874363,-1201799.0768609673,667234.2311698222
779,0.6000000000000001,0.05,0.03,1268016.7359620398,61921.960314319025,-56914.923182963386,-163345.821925312,19463.68456810003,-188552.35095244314
780,1.0,0.1,0.1,277316.6088475982,385130.59148836083,863459.07456498,10086.610933171087,36038.25221163223,30260.632401497784
781,0.9500000000000001,0.1,0.09,-675590.0885046169,-380766.3351598021,-928954.3156117569,4912.261955911123,-82723.19130077014,73511.23849584411
782,0.8500000000000001,0.08,0.08,-536447.2482002905,117592.61461555542,269825.3883522602,17991.677330247123,-62037.24167643239,140056.1982470466
783,0.75,0.07,0.06,1084928.2839703038,1401428.547548056,3275466.062909674,3762.439167572982,245017.34233435645,-144446.7421505791
784,0.65,0.05,0.05,110303.38617464743,21197.598668669933,64436.91088101264,-14601.331344252394,3956.4040775404333,66737.08235505216
785,0.55,0.04,0.03,600277.9469903434,-397774.4864347672,-982023.5777472353,-4239.855960977668,-26449.043251480132,155795.2037686705
786,0.45,0.02,0.02,791718.1483276269,-415384.19279643125,-944001.1117220325,15934.59008518321,-99316.970947457,-2639.4210728271473
787,0.35000000000000003,0.0,0.0,1928203.7727194426,85505.78436486257,123240.81055115383,-87329.89578846256,31989.855472254127,-294113.4175810832
788,0.8500000000000001,0.03,0.1,-974358.8742083686,147266.13493193252,345832.70830124506,68588.54641764637,-26491.398399377525,160421.8614726017
789,0.8,0.03,0.09,-1511004.040100282,-337050.1413998019,-768602.8870384372,57631.35327818683,11054.283921540677,72845.7880413148
790,0.75,0.03,0.08,-1288876.827609377,-226586.53662767,-504545.7960563187,42596.143804924024,-56339.294033449114,186187.61589500707
791,0.9,0.06,0.1,-721450.7964006979,33514.97509649086,51143.659981128076,57219.36930166233,-23568.10230911715,127932.23604365974
792,0.7000000000000001,0.03,0.07,-766588.8054764912,18547.604957977008,70616.6679677096,29026.071230404552,22010.529345296734,113117.43599819193
793,0.8500000000000001,0.06,0.09,-920097.7773739978,-34843.24468126902,-73762.9617710011,40065.579975790315,3027.8469026197545,57223.914042226344
794,0.65,0.03,0.06,-348587.4412102337,28028.120988247287,80447.98516713122,11061.77890752383,-8626.772011250394,80832.66534339785
795,0.8,0.06,0.08,-787199.1612615011,83224.58272970254,205182.42720877257,35069.657030443625,-23540.473286173168,132932.58350159222
796,0.6000000000000001,0.03,0.05,112903.37097468077,11531.179848566724,33576.882779544845,-8510.996326543895,-11907.947507930154,26652.377844359573
797,0.9500000000000001,0.09,0.1,-189728.8568153786,162847.24187682362,392527.99617551937,36391.12975000507,-28723.12947633933,74010.06460066243
798,0.75,0.06,0.07,-880843.2798898891,-191324.16391595776,-432421.8088204744,23896.18817655135,39202.96731609704,168234.59833626752
799,0.55,0.03,0.04,698779.7848372646,106255.58026179888,195392.79739637356,-2278.3017125163574,3282.911509919597,19868.439765006613
800,0.8,0.1,0.0,1389291.751690596,-202835.76725770874,-464259.5776104492,-74242.93967335418,250238.55550683313,-186096.03868223092
801,0.8,0.1,0.01,1410813.806175059,117307.0945878336,353709.01570810156,-21686.48902401665,-504757.62390084553,276993.52707967436
802,0.75,0.09,0.0,2084988.5318544693,194059.53658709244,256400.52895199103,-54064.75089640857,-123517.36511333015,-120069.43458098793
803,0.75,0.09,0.01,1539959.680825002,-9067.824427832156,-83233.69871687214,-26621.442262610926,-75729.44264502663,162133.63277535414
804,0.7000000000000001,0.08,0.0,2289611.169257723,52473.62311483726,22782.07656055463,-66620.80205686948,46820.56040209065,-225667.594700173
805,0.7000000000000001,0.08,0.01,1800518.4523804171,4138.2327509684665,-49121.41145819891,-36374.79718366124,16417.291298493496,114837.68236224088
806,0.65,0.07,0.0,2586456.612806935,149631.58095032605,184201.29405191634,-87452.56594507411,32696.029981102714,-273841.41407452757
807,0.8500000000000001,0.1,0.04,561777.2059171085,273143.3101629647,708106.7691069337,-10588.470147089633,-204183.39470225896,172090.76996603108
808,0.65,0.07,0.01,2074225.49003663,96389.23537429566,97956.66421153203,-125879.2199532971,-11088.338014476189,109703.46988145493
809,0.6000000000000001,0.06,0.0,2505518.519063322,-45400.33506230311,-356379.82159330364,-246401.97092529794,22415.624081215756,-207233.86128996062
810,0.8,0.09,0.04,61826.3601860959,-280009.2766675927,-677073.8450562133,10734.426557839115,41671.2975716614,218956.74546616364
811,0.6000000000000001,0.06,0.01,2097791.9354749816,51631.091970677604,-27401.441756469445,-87355.27587957119,-8602.927329943483,55291.40264049996
812,0.55,0.05,0.0,3733172.062008955,1348964.7833797294,2681221.781318066,-107465.83619125011,60454.01423851013,-482208.9831113104
813,0.75,0.08,0.04,275706.4947587316,-159152.31802512784,-363122.6802501554,-68846.9172303396,895133.3892927911,-43975.67216165387
814,0.55,0.05,0.01,1402292.3975403134,-616072.3542796158,-1838481.6564973423,89800.0634148856,-29290.94295158718,106762.13302216228
815,0.5,0.04,0.0,-1515388.116383612,-3194940.0361292767,-9981005.172027072,94.12128747646912,-143335.7277829838,-472197.6725517628
816,0.9,0.1,0.07,202341.56925318908,474909.5511358528,1099342.7410457546,-1402.187499423317,1656467.3134116223,98164.05257424562
817,0.7000000000000001,0.07,0.04,558612.9716121029,67286.11376534027,165374.81307241658,126411.3473250178,88498.32735660516,105322.66898498785
818,0.5,0.04,0.01,2049153.7449933863,942080.6647033455,56859.388935156,24603.23514508084,16764.454025888954,180722.34255217822
819,0.45,0.03,0.0,-65682.84495089219,-1981044.106465368,-4779294.324177067,-39789.23306757105,-88840.95167790179,-731731.9800630651
820,0.8500000000000001,0.09,0.07,-964644.2334468391,-543518.2296846973,-1271176.7697906871,5673.008235450911,-404011.9369480761,240556.43488993385
821,0.65,0.06,0.04,552798.3721408137,-25653.649420095247,-73477.18036832896,-79335.24688125275,-4626.307407218236,32216.346771644912
822,0.45,0.03,0.01,2636542.140881988,1079438.2598996533,2453256.3687045807,-36154.689431074796,86612.84412421424,-160225.44598366722
823,0.4,0.02,0.0,2419245.8408835726,198048.02759646272,224325.13767902498,-6583.106573211615,37701.56390608891,-226888.67022971105
824,0.9,0.09,0.09,-849053.8451051004,-275249.38645352656,-629963.1587039151,19992.243259960524,11181.298913669298,86563.97036116206
825,0.8,0.08,0.07,653764.4663065997,1218189.1850558862,2840889.211031073,15349.757665663032,177466.6927269476,-1063.7838441249392
826,0.7000000000000001,0.06,0.06,-535562.2480777574,-183253.43626552634,-417423.8187493455,13283.504802688869,7023.617394500745,117453.65269611008
827,0.6000000000000001,0.05,0.04,575757.4669658492,39783.932111611015,137696.7938254931,20025.130512910215,10050.517350863649,162040.37822478742
828,0.5,0.03,0.03,796686.6714445775,17017.204577987683,-272502.7111298399,-9484.407788492053,21070.82021084827,146583.81025418133
829,0.4,0.02,0.01,1646944.2188420682,-77426.3160621209,-248421.74946155318,-28748.04644633307,13063.500576687371,-14529.60384769068
830,0.35000000000000003,0.01,0.0,1919632.7264229765,73076.80452025944,108919.89131378813,-61448.560603104466,24625.471234321703,-288049.2547404587
831,0.8,0.0,0.1,-1494968.9323705027,-45516.3839463054,-16668.544208963212,104346.52419438517,-77335.37844111932,250038.92410835513
832,0.8,0.01,0.1,-1538634.117382211,-65377.76028001365,-101928.9454860011,74500.30849166727,7228.357076982804,198777.74832673566
833,0.75,0.0,0.09,-1493605.3118103484,-50021.51537152848,-120659.18228865581,43194.81332479516,5716.380885232141,-20881.67701167621
834,0.75,0.01,0.09,-1441726.082635289,-6490.595898844603,17021.026082091328,43537.38365929773,16506.31060124374,45932.05909552323
835,0.7000000000000001,0.0,0.08,-1169605.984363333,65253.56182344868,88320.13222137034,9061.294793317637,-50398.59537357638,159254.72498399197
836,0.7000000000000001,0.01,0.08,-1134228.2652905781,73881.01477283974,208235.14783776508,26987.438373859568,-2280.130154414454,107378.62569554463
837,0.65,0.0,0.07,-797968.2616766897,73127.57182845539,75232.24594425136,-413.60310431767533,-37676.51152705978,90216.25918584828
838,0.8500000000000001,0.04,0.1,-1029256.4000732946,91949.2030949305,214981.4991766931,66674.88388181276,-7333.853087150204,160649.39063020668
839,0.65,0.01,0.07,-848109.495051964,-10539.641171489731,-353.38726721162254,13744.957979099549,8085.219215843101,79483.90148897092
840,0.6000000000000001,0.0,0.06,-388895.7552341276,35263.869834211786,-41670.479546468814,-2757.327936833866,-37617.12097021768,69239.36415760347
841,0.8,0.04,0.09,-1291931.7535319626,-117873.10676728666,-255200.1099718735,56051.40701060003,-21499.729758944417,57324.825572955466
842,0.6000000000000001,0.01,0.06,-406539.11517337244,-18226.595542262265,-39456.62361880194,912.8481569236727,-8037.643215553761,49274.53701491446
843,0.55,0.0,0.05,94683.26829491415,43330.38593084244,-65815.33110956091,-6314.903070828941,-35689.412821311395,24971.712808948396
844,0.75,0.04,0.08,-1055580.1298452837,7784.205186855525,46011.246941054545,45713.929748154165,12816.431324346031,134837.50735606393
845,0.55,0.01,0.05,99641.06052081996,5674.801467948459,-34109.4013278885,4301.972344417779,-26800.178380747355,19226.196048055073
846,0.5,0.0,0.04,468504.2102375443,33252.90568129842,-161004.61716280063,-5621.799658832591,-11227.437220098805,84452.62432635791
847,0.9,0.07,0.1,-743771.2351943598,-3226.9126846138756,-14062.704018339997,50224.3106024831,-2197.826178351688,127705.65614119428
848,0.7000000000000001,0.04,0.07,-808772.9127859991,-26487.87418353152,-37138.85720014851,29245.313743519197,11284.881997106666,102784.19190171761
849,0.5,0.01,0.04,436906.2071101139,-4483.14493729486,-83799.3274747753,-10681.00369545793,3879.0760144072474,88217.63918800064
850,0.45,0.0,0.03,730796.7742783774,-17368.483690185287,-121718.33002224372,-26542.10963010981,-39584.90205995898,34705.14771134685
851,0.8500000000000001,0.07,0.09,-888689.3397709,-6569.74625630454,-4952.74987033838,34321.66726130152,-13944.910501570585,57927.12254547139
852,0.65,0.04,0.06,-362354.0870868031,15964.683922657703,55331.88677411098,9365.100341879745,-7135.531313387567,82149.66322413989
853,0.45,0.01,0.03,857324.1935305706,30679.549980874184,119447.91619813787,-1888.5566263075234,-7594.71098713746,-47014.62624389517
854,0.4,0.0,0.02,1315277.0917908708,98564.81241178839,148817.98265066263,24748.797369886903,-17071.545508880106,-114950.1452906768
855,0.8,0.07,0.08,-1063752.4309774225,-194613.21814413855,-444931.734671216,30157.94329652702,27428.554940618917,151431.03434382836
856,0.6000000000000001,0.04,0.05,82877.09073375489,-24677.6170738391,-53840.2949939753,3226.9962136950116,-7196.763866658211,-1372.2755766905193
857,0.4,0.01,0.02,1364463.9147803073,96235.64446734688,239516.70680647995,-13397.456037738419,8823.00095060742,-148538.33487750796
858,0.35000000000000003,0.0,0.01,1504527.2567741384,27889.46027625363,33400.294094148005,-8268.311577765724,-403.2348273101976,-119587.71633464903
859,0.8,0.1,0.02,968422.5501768508,-25453.836647490178,50712.93964958268,-7848.947254701329,-969319.0791589392,303826.9133580269
860,0.75,0.09,0.02,1122344.3079254164,-49692.02724402565,-156070.60592371345,-13208.5402461691,1180.8882615088842,119128.64458550357
861,0.7000000000000001,0.08,0.02,1387409.5737348713,25672.73711504147,33204.198010545384,-16730.214058763806,9807.767661799717,57420.553264795475
862,0.8500000000000001,0.1,0.05,-177376.51774770734,-232402.24249211047,-493262.4610314568,-5299.924946407122,-102916.71261573063,228779.00710068186
863,0.65,0.07,0.02,1522469.2367139289,21081.04706727456,-8818.46456702842,-63081.952701696544,248.76536504699138,39443.32918045166
864,0.8,0.09,0.05,-179235.7605147439,-221933.70669547748,-532557.2599701178,10863.41139639084,1444308.2131536333,-22415.650244659973
865,0.6000000000000001,0.06,0.02,1438627.9982171766,-35178.63583035873,-66796.12046523832,184517.84667130027,1427.4244844858317,-80757.64814817825
866,0.75,0.08,0.05,355228.21260609373,296489.73965614673,699700.0312247569,-19779.99219579313,965443.6515437893,-126535.6307693494
867,0.55,0.05,0.02,2362233.065613924,861426.4007469154,1796561.6067730973,134787.09911723188,30388.14108923987,257859.20984395267
868,0.9,0.1,0.08,-332676.88924225105,96437.79010859127,204397.43074221438,518.8059631635216,66818.38779167876,135759.67619621853
869,0.7000000000000001,0.07,0.05,76170.40407115714,3341.6056099930747,12137.221310216097,4491.387527219714,16291.47235926046,115593.24540302565
870,0.5,0.04,0.02,2995997.6312627313,1967220.156366604,3863245.5141022652,-328.1678191877201,162158.3964015997,149457.01792252288
871,0.9500000000000001,0.1,0.1,-109348.44074284506,263253.9359912519,588227.6421121545,22900.728766690325,21065.560849574893,74772.36287817711
872,0.8500000000000001,0.09,0.08,-574972.9698252127,72989.27548197884,176313.17966130667,12035.536470507339,-9102.959353704318,137713.89145454086
873,0.75,0.07,0.07,-1226261.156094138,-535421.7003924624,-1239865.6960334836,24051.37311336382,2937.4212646149,217315.3920074893
874,0.65,0.06,0.05,94385.90237253245,13444.365434305746,44188.80134495672,1058.2391498619945,5866.159420297319,69304.30293352017
875,0.55,0.04,0.04,715198.1052182828,119027.29032681715,201715.3134622273,-6926.029436296376,7627.0237068415445,-6864.309554621711
876,0.45,0.03,0.02,893227.0801114247,-360141.3078210755,-879741.0584627199,-35042.31116324886,-29821.77387515835,-84028.5099834386
877,0.35000000000000003,0.01,0.01,1504003.8236974168,16386.932477410533,25645.4026357031,-19195.91646599804,1445.1719553333485,-43478.69932175717
878,0.8,0.02,0.1,-1503329.3447738308,-25471.131534349497,-24124.104457768313,83773.45669023051,-31432.714021425527,213341.66212914212
