node_id,ux,uy,uz
635,-1.329970275718458e-06,1.9331718971694362e-07,8.171727687434365e-06
636,-6.044588489066172e-07,1.2904537389917834e-07,5.525897335131308e-06
637,-2.2370527142325664e-06,3.2585399234813954e-07,1.4021915299669497e-05
638,1.996695417136284e-08,7.714186963529312e-08,3.241901991343265e-06
639,-1.5072622369250455e-06,2.537617362862017e-07,1.0945242418302872e-05
640,4.887000104022969e-07,4.1663651526731494e-08,1.4247312022586343e-06
641,-2.276838345115355e-06,3.5385026557604637e-07,1.7053888469704567e-05
642,-7.911708316993457e-07,1.891018029859186e-07,8.047393284534214e-06
643,7.586469292194564e-07,2.478946731984445e-08,1.6122593282636363e-07
644,-1.366313722548143e-07,1.291219049914917e-07,5.421429369608195e-06
645,8.039232735761032e-07,2.523385579909895e-08,-5.053569093869447e-07
646,-1.605012277118869e-06,2.8774135335307546e-07,1.3845014503315428e-05
647,4.0262653101228623e-07,7.435837657104904e-08,3.161495333080109e-06
648,6.09862608606435e-07,3.46785725977907e-08,-5.542476739111333e-07
649,1.95535570388461e-06,-5.297093676526187e-08,1.0672637170009538e-05
650,1.8588118120396949e-06,-4.9110934334607006e-08,7.847942837800029e-06
651,1.7261235383484392e-06,-4.5512215703630034e-08,5.293522710052795e-06
652,2.144409710703653e-07,1.1669671100632457e-07,1.3721724611540798e-05
653,1.5580216928687927e-06,-4.442153533872242e-08,3.0985907641289847e-06
654,2.341474589823191e-07,1.1865106427111112e-07,1.0722328973883392e-05
655,1.3523693858645549e-06,-3.7449106733104925e-08,1.3561000610212871e-06
656,-1.0205583822451288e-06,2.3021595846963226e-07,1.6839371169091467e-05
657,2.724584568825053e-07,1.1325754977722642e-07,7.893502268864192e-06
658,1.1187032504982833e-06,-2.1434584938826542e-08,1.4299939491624525e-07
659,-9.197056807984599e-07,2.2525269918790654e-07,1.0784308138597792e-05
660,3.2868329873746564e-07,9.981857960129828e-08,5.331859936166754e-06
661,7.734921895005213e-07,2.9428462285576274e-08,1.3707495127646093e-06
662,8.680427780257752e-07,-1.7082087662403203e-10,-4.989928034381475e-07
663,1.8398979613575002e-07,1.9693431381130827e-08,-2.6158420669873786e-08
664,-1.1707260240445017e-06,1.7726583648889985e-07,2.759445725590989e-06
665,-2.1015894790620265e-06,2.770573251569583e-07,1.104389424311428e-05
666,-1.330835882094275e-06,2.0608822706646876e-07,8.137146796008577e-06
667,-6.063694642379033e-07,1.4151729185981735e-07,5.4985820453051065e-06
668,-2.231089801944977e-06,3.3503949606832415e-07,1.3966349311745537e-05
669,1.7682557853215535e-08,8.688302738372279e-08,3.2224267306466004e-06
670,-1.5057312240964207e-06,2.626871622751212e-07,1.0896093411102469e-05
671,4.866030985712575e-07,4.641486532270193e-08,1.413195272047198e-06
672,-2.2688269213765336e-06,3.55761441445649e-07,1.697807158739905e-05
673,-7.911282468277355e-07,1.98480420517588e-07,8.002804248684899e-06
674,7.570438253003146e-07,2.3321913810428052e-08,1.562066775880259e-07
675,-1.3776611273177072e-07,1.3723591187085437e-07,5.381249104550471e-06
676,8.02226285109729e-07,1.6837164572980393e-08,-5.05227934193116e-07
677,3.464069237035376e-06,-2.2605215422611586e-07,7.831157034104014e-06
678,2.925218395436541e-06,-1.7112136324999477e-07,7.81399457929171e-06
679,3.1419404850642412e-06,-2.135896551919976e-07,5.290893260370685e-06
680,2.6645392934086665e-06,-1.6137542426480437e-07,5.269728871360942e-06
681,2.729988386705668e-06,-1.9677332413555867e-07,3.1143703900322683e-06
682,2.3338138860647177e-06,-1.50298711997452e-07,3.0884188172245915e-06
683,2.2319327585656132e-06,-1.6552602345829498e-07,1.391209891825559e-06
684,1.3810419948091215e-06,4.600169085701304e-09,1.0667891672444683e-05
685,1.934454723265112e-06,-1.276508966644787e-07,1.3611756405537411e-06
686,1.6692447305985496e-06,-1.1753143222065458e-07,1.9528527823022254e-07
687,1.3289028269576971e-06,5.843697488840631e-09,7.841963884804434e-06
688,1.4829207946123973e-06,-9.050694212947167e-08,1.6255742597454957e-07
689,1.0690471962137286e-06,-6.075175930794256e-08,-4.300882372577807e-07
690,1.2587886352353634e-06,4.045042984985141e-09,5.285981992788021e-06
691,9.99890210547534e-07,-4.5506931891302184e-08,-4.6425722171159183e-07
692,4.679818878552812e-07,-6.255461246619963e-09,-4.6444697426789094e-07
693,-3.876315546275889e-07,1.7563658923259995e-07,1.3721468879232452e-05
694,1.170293438764761e-06,-1.893272817621663e-09,3.089522173577766e-06
695,5.037535370836039e-07,-1.5948072113434724e-09,-4.964990147129324e-07
696,-1.35502058038136e-07,-9.766175854097357e-09,1.2846734974309338e-07
697,-3.4100221259715333e-07,1.7495000598091477e-07,1.0724355498681078e-05
698,1.061157441100036e-06,-4.6119356998000816e-09,1.3459706651505661e-06
699,-1.6401542614629358e-08,-2.9462377843696994e-08,-2.1366938173190477e-07
700,-6.353919899543999e-07,9.672551001713075e-08,1.1062570365047968e-06
701,-1.6393005429176892e-06,2.939428121377682e-07,1.684121087234075e-05
702,-1.6025933014163917e-06,2.9197236159923915e-07,1.3785584221647802e-05
703,-2.5782368623957135e-07,1.6522647291183038e-07,7.897281553869595e-06
704,4.004081452556616e-07,7.871321605871533e-08,3.1268602514380973e-06
705,9.360552977345157e-07,-5.058149319646286e-10,1.3185204601633026e-07
706,6.070068310507423e-07,2.069776465299573e-08,-5.511795656832925e-07
707,-3.724720996286951e-07,8.53074704985568e-08,1.0807759001818911e-06
708,-1.177372557115092e-06,1.483887281238589e-07,2.7810428581118168e-06
709,-1.8759756300179779e-06,1.9480583013078022e-07,8.243354499976998e-06
710,-1.8776488611358176e-06,2.1032790312447294e-07,8.216455922540124e-06
711,-1.074124117757467e-06,1.2040925581042148e-07,5.580782613922158e-06
712,-1.079848620990752e-06,1.3724453575840425e-07,5.562428688774391e-06
713,-3.6290776342818055e-07,6.292961809097056e-08,3.276479265069764e-06
714,-3.687590434770022e-07,7.817546865640228e-08,3.2676918608780693e-06
715,2.0358778673583028e-07,2.7304908867278738e-08,1.4374188404256846e-06
716,-2.1002642931137883e-06,2.8925034145575507e-07,1.10002760040852e-05
717,1.9916549174480836e-07,3.8434839637171215e-08,1.4380495617955257e-06
718,5.800241373345993e-07,1.4496590516626722e-08,1.5269247984611052e-07
719,-1.330847394109804e-06,2.1883204933421596e-07,8.099170036562074e-06
720,5.774506479255796e-07,1.997825946798391e-08,1.6124140188811723e-07
721,7.383865573003015e-07,2.164046385232966e-08,-5.325300463719907e-07
722,-6.074569573240704e-07,1.5390148348600953e-07,5.466897832840044e-06
723,7.371665282932074e-07,2.0926623835245714e-08,-5.180224097476978e-07
724,6.653657901671979e-07,4.093005438793233e-08,-5.925386193090313e-07
725,-2.2250799271315758e-06,3.418619010428818e-07,1.3908369685852014e-05
726,1.5917640520353828e-08,9.651318538242304e-08,3.1978405966444205e-06
727,6.632520450743859e-07,3.419912579329748e-08,-5.771471777613216e-07
728,3.5473576252172835e-07,4.57209314378908e-08,-5.469324418671676e-08
729,-1.5039982213982757e-06,2.712907131745306e-07,1.0844568757817822e-05
730,4.847111614533452e-07,5.110735951595476e-08,1.3958707356943678e-06
731,3.575251682873902e-07,3.568382310665895e-08,-4.7350330352266044e-08
732,-1.151048043913318e-07,1.0910312623223174e-07,1.031254892157623e-06
733,-2.263521157550696e-06,3.5684188217136393e-07,1.6908339697623514e-05
734,-7.90969684057734e-07,2.0782850138292802e-07,7.955084267902293e-06
735,7.55446072468214e-07,2.17914310941371e-08,1.4488710721203245e-07
736,-1.0897309272359172e-07,9.119176920404949e-08,1.0488461957206183e-06
737,-7.939703467533041e-07,1.5359300264796668e-07,2.731972253421729e-06
738,2.3896968549414026e-06,-1.1388727983845772e-07,7.800963057524605e-06
739,2.1920327855453403e-06,-1.0832299958953528e-07,5.253333784846785e-06
740,1.9419373347666365e-06,-1.0330528391049586e-07,3.0683433187702826e-06
741,8.078226238176981e-07,6.246400039643679e-08,1.066524657746537e-05
742,1.6401908959763216e-06,-8.936691440785443e-08,1.3380432923014866e-06
743,8.002690665368093e-07,6.092906702546678e-08,7.839213731264799e-06
744,1.2987865341739611e-06,-6.332606681120616e-08,1.3728361110751354e-07
745,7.927837915247658e-07,5.377825195991871e-08,5.282692185589874e-06
746,9.330442464606317e-07,-3.032240560546097e-08,-4.914371142917541e-07
747,-9.92730603875609e-07,2.354693812645183e-07,1.3722661900385364e-05
748,7.840464640506598e-07,4.0658328863903565e-08,3.0857700643095266e-06
749,5.528156576528653e-07,2.936452972988962e-09,-5.301738785659336e-07
750,-9.189114192953945e-07,2.3145717366693783e-07,1.0728664032780356e-05
751,-1.3887692214568833e-07,1.4533119901695646e-07,5.337044860303878e-06
752,7.710197008017766e-07,2.811603633861556e-08,1.3419836840544974e-06
753,8.006420062527801e-07,8.41089046505998e-09,-5.112412433410446e-07
754,1.8481125669401684e-07,1.3124681241600618e-08,-2.4457711434784087e-08
755,-7.939556101973547e-07,1.2961088647050512e-07,2.7539937066666764e-06
756,-1.8783670156502104e-06,2.2612369016792215e-07,8.185441876952682e-06
757,-1.0825447197144195e-06,1.538888260022801e-07,5.539672090109394e-06
758,-3.721033830489927e-07,9.326165271013577e-08,3.253637433793177e-06
759,-2.0982581170195896e-06,3.012781109970258e-07,1.0953969931323663e-05
760,1.962554829543731e-07,4.947702496545373e-08,1.4325777091766002e-06
761,-1.3303712372144268e-06,2.31507438283785e-07,8.057846807925189e-06
762,5.755014991918697e-07,2.5367389298168504e-08,1.6295573907167042e-07
763,-6.081015618882883e-07,1.6622085505304845e-07,5.430924036025667e-06
764,7.357575401410572e-07,1.9793802941785125e-08,-5.10853953466154e-07
765,-2.2199778763988256e-06,3.4724241169721356e-07,1.384932741827015e-05
766,1.440160940156696e-08,1.061028930426499e-07,3.168207555348794e-06
767,6.608831804822232e-07,2.6535725338309507e-08,-5.682354294762986e-07
768,-1.5022799032746782e-06,2.796946557457845e-07,1.0790911592945383e-05
769,4.829042870487499e-07,5.5831531221623516e-08,1.372809933307689e-06
770,3.5943736402070097e-07,2.6616586321657042e-08,-4.271689107632629e-08
771,1.8575420834677448e-06,-5.600010337585974e-08,7.791399042997171e-06
772,1.722924419492231e-06,-5.476936867770759e-08,5.241376543796249e-06
773,1.553151069135247e-06,-5.582907293422154e-08,3.053873215864158e-06
774,2.343230317586282e-07,1.2060945746180542e-07,1.0664782429783981e-05
775,1.348276163356429e-06,-5.071771162876156e-08,1.3215462685200953e-06
776,2.7162330966027725e-07,1.1610334987794013e-07,7.839711565084138e-06
777,1.1159962401077128e-06,-3.596919738978856e-08,1.1926412062013324e-07
778,3.269119683139603e-07,1.0360254143901264e-07,5.283653318353018e-06
779,8.661252971135486e-07,-1.5128587754907066e-08,-5.11098970543723e-07
780,-2.261505278167672e-06,3.583134235542856e-07,1.6843432591553515e-05
781,-1.6014439921611626e-06,2.960562815879454e-07,1.3725477427722329e-05
782,-7.908024739841389e-07,2.1717254216415159e-07,7.90432270226998e-06
783,3.98179676976231e-07,8.312500647466613e-08,3.0872497172736036e-06
784,7.53891504902599e-07,2.0295087924151537e-08,1.2739867935997462e-07
785,6.051187511163969e-07,7.175506201606837e-09,-5.528196628915104e-07
786,-1.0500055932751645e-07,7.319913655491435e-08,1.0621351723491303e-06
787,-1.6513674735496819e-06,1.812691834352337e-07,4.974891722133437e-06
788,-1.878009578999239e-06,2.4208956252030753e-07,8.150878409201178e-06
789,-1.0836769625389516e-06,1.7045436803952405e-07,5.512464585598052e-06
790,-3.740228386177975e-07,1.0818940741641831e-07,3.2343284402807066e-06
791,-2.095761627106628e-06,3.1280108648720876e-07,1.0904964282704654e-05
792,1.942858069788711e-07,6.038960749193636e-08,1.421165922809053e-06
793,-1.3296342963568519e-06,2.440843230158132e-07,8.013252464599278e-06
794,5.739845484592199e-07,3.0620645495274236e-08,1.5812238130196457e-07
795,-6.085433027326179e-07,1.7850335685803926e-07,5.390776478012604e-06
796,7.344275693096898e-07,1.8343441219866012e-08,-5.104072973714272e-07
797,-2.2161767260997548e-06,3.5205789901253095e-07,1.3789797528538754e-05
798,1.2977445664278636e-08,1.1571860771450394e-07,3.1335691044106684e-06
799,6.59003736070456e-07,1.875225489746714e-08,-5.647225762981556e-07
800,3.13383371630597e-06,-2.3352661791884896e-07,5.236845206378205e-06
801,2.66048143991154e-06,-1.7900931680007865e-07,5.214505419479587e-06
802,2.7216561523709482e-06,-2.2252463065452141e-07,3.0646145341263242e-06
803,2.3273337057765017e-06,-1.718625714549943e-07,3.038620166528967e-06
804,2.2248075519145976e-06,-1.9570459847960354e-07,1.3501607559819213e-06
805,1.928577569567444e-06,-1.5241155535357967e-07,1.3203237863184115e-06
806,1.6638530127499472e-06,-1.506553570810223e-07,1.6486913682836424e-07
807,1.3278109449408062e-06,2.172211106492365e-09,7.785187135133647e-06
808,1.4786125704414664e-06,-1.1753144229789959e-07,1.322951221474485e-07
809,1.0645765369033974e-06,-9.402771573689844e-08,-4.4852641854947814e-07
810,1.2561229683802998e-06,-9.055125347129788e-10,5.233752547342767e-06
811,9.965840312743054e-07,-7.281583452288445e-08,-4.826088555868355e-07
812,4.644007542452611e-07,-3.357801930984936e-08,-4.7106486422671636e-07
813,1.1665115645344212e-06,-8.073526678359534e-09,3.0448281686662653e-06
814,5.012223898744154e-07,-2.4652044089928504e-08,-5.029966754279906e-07
815,-1.3373098592426e-07,2.3706764581045527e-09,1.2903611271938667e-07
816,-3.407352794960787e-07,1.7900770611186113e-07,1.0666619464322341e-05
817,1.0579736098549694e-06,-1.1889858367998252e-08,1.311402159921302e-06
818,-1.691948829209994e-08,-1.556959177113461e-08,-2.1378172398916913e-07
819,-6.348279460910337e-07,6.982408900142204e-08,1.1153308058482967e-06
820,-2.5830720530909854e-07,1.713230058913887e-07,7.843490451410625e-06
821,9.340156910845594e-07,-8.527495369709546e-09,1.0816546930817422e-07
822,-3.7062840460348007e-07,6.284439752392326e-08,1.0897098182018771e-06
823,-1.178835940108117e-06,1.19686850974791e-07,2.7982190531988555e-06
824,-1.500727725708562e-06,2.880121758233928e-07,1.0735274656450704e-05
825,-1.4005947544610766e-07,1.5342049882991633e-07,5.288887516634258e-06
826,4.811234220536842e-07,6.06558639180744e-08,1.3440030018380709e-06
827,7.993732227495194e-07,5.643501022220415e-11,-5.232957369338475e-07
828,3.607758333429577e-07,1.9253212726465174e-08,-3.987726144412406e-08
829,-7.936087640663723e-07,1.0577559085266526e-07,2.771103026617693e-06
830,-1.6582460665821519e-06,1.5587075011351565e-07,4.995556994752553e-06
831,-1.565824912762236e-06,1.383478004379181e-07,5.598454932875516e-06
832,-1.5668784945959738e-06,1.5841199392590564e-07,5.580737269596734e-06
833,-7.608643389133862e-07,6.922215211447563e-08,3.2933425831518542e-06
834,-7.66338438669242e-07,8.955761936744818e-08,3.2847199667356836e-06
835,-9.056707389025127e-08,2.3160828911104213e-08,1.4512719322852816e-06
836,-9.574501565730834e-08,4.0399185773657725e-08,1.45182426411026e-06
837,3.970612252325302e-07,1.8503067020378851e-09,1.609511013640712e-07
838,-1.8769622883988492e-06,2.5810148931491935e-07,8.112922129995222e-06
839,3.9359170535126807e-07,1.3960318689932866e-08,1.694526566541142e-07
840,6.707071945249758e-07,2.310120995613863e-09,-5.31590611809323e-07
841,-1.083939813886303e-06,1.869645095731679e-07,5.480856466831378e-06
842,6.688418493296072e-07,8.337736320061747e-09,-5.168597727954146e-07
843,7.145212456504096e-07,1.774804181414747e-08,-6.019834862163218e-07
844,-3.75162023247102e-07,1.2300697531776663e-07,3.2098452399213834e-06
845,7.130146729291424e-07,1.7760922926135906e-08,-5.847244754400396e-07
846,5.261697893188566e-07,3.3309726670245283e-08,-7.321104294760489e-08
847,-2.0930901804403596e-06,3.237403839597158e-07,1.0853490692316362e-05
848,1.928457688935234e-07,7.121891468767645e-08,1.403908801081098e-06
849,5.282647628761073e-07,2.883080545561421e-08,-5.977056476727272e-08
850,1.560898313233661e-07,8.39457870219097e-08,1.015737221157165e-06
851,-1.3287802469641806e-06,2.565723111416537e-07,7.965491395839071e-06
852,5.727530967482374e-07,3.578346729610552e-08,1.4693854685284347e-07
853,1.6100662098160664e-07,7.2255959821006e-08,1.0356289112146587e-06
854,-4.1645677113284187e-07,1.270971448334366e-07,2.7110879747731284e-06
855,-6.089375564110579e-07,1.9078752676053426e-07,5.346576701782279e-06
856,7.333564196680182e-07,1.67621873477272e-08,-5.162646535979881e-07
857,-4.147334585805168e-07,1.09197022539331e-07,2.7340253317054464e-06
858,-1.1743499719117541e-06,1.5881651443041868e-07,4.950571894112339e-06
859,2.1890684916186674e-06,-1.2189754263157538e-07,5.19757029885895e-06
860,1.9369275965555306e-06,-1.1995057244569473e-07,3.018540908259128e-06
861,1.635557225890963e-06,-1.0846965198037353e-07,1.297363111087841e-06
862,7.993106318498381e-07,6.048415178260473e-08,7.782293273405065e-06
863,1.2954881126022972e-06,-8.415508271328553e-08,1.071775061228192e-07
864,7.905450359600875e-07,5.3153429862391475e-08,5.230435493188302e-06
865,9.307739482095359e-07,-5.152848031406908e-08,-5.096934168328625e-07
866,7.810898190373729e-07,3.9780366024153046e-08,3.0410945943161352e-06
867,5.511595610006884e-07,-1.5541936630013985e-08,-5.366114749207296e-07
868,-9.184758023699771e-07,2.3759158941018332e-07,1.0670876610866476e-05
869,7.685658325143623e-07,2.6936826943264247e-08,1.307394920475221e-06
870,1.8538702549605442e-07,7.823882637299093e-09,-2.3747664541986526e-08
871,-2.2134851066249113e-06,3.57027300903603e-07,1.373011503435422e-05
872,-7.907594101006815e-07,2.2649988859372506e-07,7.850582712779465e-06
873,1.1535408593084621e-08,1.2540913395588834e-07,3.093952407400406e-06
874,7.524141346233773e-07,1.889063854047077e-08,1.0376462291531894e-07
875,6.578853274068817e-07,1.1176971086287146e-08,-5.662143444284064e-07
876,-1.0237816563694904e-07,5.5558805273233806e-08,1.0711337668819556e-06
877,-1.1752810147559517e-06,1.3775362662178468e-07,4.971696329589766e-06
878,-1.567539207358971e-06,1.7887863448342115e-07,5.5581242056717156e-06
879,-7.687809652057482e-07,1.0967639899130693e-07,3.2708706555475702e-06
880,-9.853950511065814e-08,5.7502947279744875e-08,1.446472775908927e-06
881,-1.8755414415321897e-06,2.740470734714868e-07,8.071635598117472e-06
882,3.914654677264084e-07,2.5998759144289382e-08,1.7128516541940387e-07
883,-1.0837501266589826e-06,2.0341783739662666e-07,5.4449344308854754e-06
884,6.674181191675731e-07,1.410879003096344e-08,-5.093496186986611e-07
885,-3.759070225219661e-07,1.3777694828676168e-07,3.1802528730020027e-06
886,7.114945487922165e-07,1.7038934456100117e-08,-5.745161644330696e-07
887,-2.0904700132049774e-06,3.3420886639783495e-07,1.0799816634334026e-05
888,1.9167410617419827e-07,8.204463676391443e-08,1.3808542966846114e-06
889,5.300993945946315e-07,2.404361483878016e-08,-5.207379202881619e-08
890,-1.3278777505009958e-06,2.69009036232936e-07,7.914684004181292e-06
891,5.717089386296321e-07,4.094270912469293e-08,1.2952953828552182e-07
892,1.6495850908602176e-07,5.996538624803731e-08,1.0497820529472433e-06
893,1.7203719115288884e-06,-6.407352132955108e-08,5.1852522618876555e-06
894,1.5491397804561677e-06,-6.730076084576468e-08,3.0040224979094645e-06
895,1.3446164570961925e-06,-6.394291103745058e-08,1.2809470420756793e-06
896,2.7078883475889865e-07,1.1888152825761496e-07,7.782729219029346e-06
897,1.113506162993957e-06,-5.042388499440448e-08,8.927524393324256e-08
898,3.250686493513152e-07,1.0731246717545008e-07,5.231432039649591e-06
899,8.64673308131298e-07,-2.9980643923671904e-08,-5.292685982648276e-07
900,3.9591077632010456e-07,8.758263979124417e-08,3.0426098369288906e-06
901,6.042149776370338e-07,-6.031663111479428e-09,-5.592526303215966e-07
902,-1.4996841762350802e-06,2.9618817741471e-07,1.0677675546282349e-05
903,-6.094084599214137e-07,2.0311116412274962e-07,5.298442386701771e-06
904,4.793231661436933e-07,6.56093732031053e-08,1.30940133749919e-06
905,7.326347700135772e-07,1.5193226018858677e-08,-5.282356618261377e-07
906,3.61821091291811e-07,1.306855446351721e-08,-3.879559711675482e-08
907,-4.131725693998739e-07,9.102557794876053e-08,2.751247523058526e-06
908,-2.0623068401702396e-06,1.822971045501567e-07,7.650840069146048e-06
909,-1.5672510502035409e-06,1.9953409948352434e-07,5.530987976910274e-06
910,-7.697554949436068e-07,1.2966810482151505e-07,3.2517227113833227e-06
911,-1.0002065265139409e-07,7.4447130922573e-08,1.4351984843786066e-06
912,-1.873961131611468e-06,2.898335601630715e-07,8.027075293846508e-06
913,3.9019458941077053e-07,3.7893728432278786e-08,1.6661976139827132e-07
914,-1.0833675389639782e-06,2.1981737157256768e-07,5.404807458184171e-06
915,6.664299085733738e-07,1.9609194987779826e-08,-5.085899405109441e-07
916,-3.764968112634032e-07,1.5256268055313196e-07,3.145606461205894e-06
917,7.104212643268485e-07,1.5972169484861084e-08,-5.703125722422564e-07
918,-2.0878080547379964e-06,3.443642131282783e-07,1.0744177097682597e-05
919,1.9060083618507706e-07,9.294692412015195e-08,1.3520188800336025e-06
920,5.31668364292395e-07,1.973268112847328e-08,-4.788561157222779e-08
921,2.7112372024513623e-06,-2.4736659947693976e-07,3.011446339988439e-06
922,2.3223688287354253e-06,-1.936125448387191e-07,2.984346025120401e-06
923,2.217530287002733e-06,-2.255721027705592e-07,1.303288658736338e-06
924,1.9234120554936367e-06,-1.7732194951365037e-07,1.2735248220425797e-06
925,1.6585971794653298e-06,-1.8361137772246117e-07,1.2802803995101825e-07
926,1.4746770832437473e-06,-1.4459466791457481e-07,9.562375375091531e-08
927,1.060431548003474e-06,-1.2723713300131038e-07,-4.732968151732667e-07
928,1.253800212025006e-06,-5.907065009944529e-09,5.1774095297893686e-06
929,9.938028066478408e-07,-1.0013366221411646e-07,-5.072275907922277e-07
930,4.6101790638242146e-07,-6.069259401355681e-08,-4.825888587960042e-07
931,1.163185548085115e-06,-1.4275609185727716e-08,2.994930654627049e-06
932,4.993626421703208e-07,-4.754798972385879e-08,-5.143086762877653e-07
933,-1.3260980601569174e-07,1.4332333517882713e-08,1.32369389739453e-07
934,1.0550307301887146e-06,-1.909057122508265e-08,1.270830512219894e-06
935,-1.678591959076524e-08,-1.9943428528889023e-09,-2.120440454416903e-07
936,-6.342998783044912e-07,4.378866200072363e-08,1.1200914918401553e-06
937,-2.5898543850629556e-07,1.7731696787568612e-07,7.786547793573013e-06
938,9.321390641174868e-07,-1.64510934429699e-08,7.826158397046075e-08
939,-3.6950721788511496e-07,4.095430464106204e-08,1.0943899632680791e-06
940,-1.1786889110923174e-06,9.107200676537195e-08,2.810202569974265e-06
941,-1.4144767523179615e-07,1.6146691669597816e-07,5.2367655134752974e-06
942,7.985356964482744e-07,-8.196056350067508e-09,-5.413977718660424e-07
943,-7.928079251414625e-07,8.220400619288652e-08,2.783017497469474e-06
944,-1.659807328396925e-06,1.3040879288712267e-07,5.012123616435342e-06
945,-1.3269647253273863e-06,2.814515812869977e-07,7.861012608875344e-06
946,9.954448713901397e-09,1.3518688914133883e-07,3.0493590399599028e-06
947,5.707757394737139e-07,4.618039270711634e-08,1.0594679909455001e-07
948,6.576181527565574e-07,3.830789853490548e-09,-5.726471990777603e-07
949,1.6788240148856275e-07,4.77007112406113e-08,1.0590726981336015e-06
950,-1.1754316416755063e-06,1.1679568622598907e-07,4.988320670857143e-06
951,-2.0680157142176e-06,1.6098666962820207e-07,7.669034891741173e-06
952,-1.1719673677360418e-06,7.736897143388836e-08,3.3156332775505443e-06
953,-1.1714764737079046e-06,1.0159838001674695e-07,3.307502935983202e-06
954,-3.909130717522192e-07,1.9756866343519585e-08,1.471212531980904e-06
955,-3.9531210943051396e-07,4.2925049829661646e-08,1.4717970554124615e-06
956,2.114261664677913e-07,-1.0434532560544096e-08,1.76010153796864e-07
957,2.0749230746819557e-07,8.27721625440722e-09,1.843760271783934e-07
958,6.021150126118368e-07,-1.6941285080309934e-08,-5.232904380282395e-07
959,-1.5663079953949308e-06,2.202130119580795e-07,5.499434544647775e-06
960,5.996864587178219e-07,-4.1529486222462775e-09,-5.085519126538864e-07
961,7.636353435245119e-07,-6.029737209217566e-09,-6.029630641834012e-07
962,-7.699365660780882e-07,1.4957595542824846e-07,3.2273405537511662e-06
963,7.62249410287005e-07,6.399259510248905e-10,-5.845954416671387e-07
964,6.946430114129658e-07,1.3333413039394972e-08,-8.297074562817002e-08
965,-1.007849691686435e-07,9.128445338298833e-08,1.4180307774528858e-06
966,6.961583144131191e-07,1.476223921630367e-08,-6.549696184861205e-08
967,4.288277866798223e-07,5.7059083783650655e-08,1.0062022844286557e-06
968,-1.8723443971698723e-06,3.054129833574274e-07,7.979330802001588e-06
969,3.894428132020451e-07,4.9675557713330857e-08,1.5557767969579267e-07
970,4.3268828946593735e-07,5.158078313345172e-08,1.0280369408897246e-06
971,-3.979957333670879e-08,9.942585521993475e-08,2.6965990756036053e-06
972,-1.0829387774787216e-06,2.36183657671412e-07,5.360594686350591e-06
973,6.658593302518748e-07,2.4939902950497445e-08,-5.142403438614507e-07
974,-3.7530441846396936e-08,8.764522759167534e-08,2.720313527618286e-06
975,-6.98483058120066e-07,1.3440360922908313e-07,4.9318415445435816e-06
976,-3.77094345194246e-07,1.6742613520407572e-07,3.1059608285093283e-06
977,7.099960024298207e-07,1.486209152875959e-08,-5.715236202222415e-07
978,-6.975963427546197e-07,1.1863567462542358e-07,4.9536888834078295e-06
979,-1.5005269035678858e-06,1.624444188881585e-07,7.630707729956116e-06
980,1.933389439350424e-06,-1.3667173943627692e-07,2.963737613007952e-06
981,1.6317928864583761e-06,-1.2767547881909317e-07,1.2506332375501345e-06
982,1.2926734323793135e-06,-1.0501692194080336e-07,7.070230053096575e-08
983,7.88391982149409e-07,5.245465862878411e-08,5.17399474745965e-06
984,9.291418041726409e-07,-7.272350767774003e-08,-5.341297275836682e-07
985,7.782655115648268e-07,3.889231009288364e-08,2.9911981980850585e-06
986,5.504906210485815e-07,-3.3887843293058515e-08,-5.478569848015865e-07
987,7.661757370660588e-07,2.5849187161621604e-08,1.2668481721755329e-06
988,1.8585620935358677e-07,3.114510264430829e-09,-2.399525252062232e-08
989,-7.911272094833048e-07,2.3569820192174846e-07,7.793831840292679e-06
990,7.510313975467337e-07,1.7598148642740526e-08,7.393079106695341e-08
991,-1.0075344463674648e-07,3.830331309704777e-08,1.0757738199384224e-06
992,-2.0841134766321185e-06,3.544500621860424e-07,1.06871281788081e-05
993,-6.101389802106929e-07,2.1546055045302248e-07,5.24646643389467e-06
994,1.8948945570320548e-07,1.039867475738267e-07,1.3174000460718318e-06
995,7.322886582276514e-07,1.3718034067371676e-08,-5.462833265491334e-07
996,5.330443383508973e-07,1.603464964256133e-08,-4.6394525407017017e-08
997,-4.1165145179853e-07,7.295009249629883e-08,2.763103010666148e-06
998,-1.5011828081397223e-06,1.4492007490587358e-07,7.649317859431785e-06
999,-1.1715363979125856e-06,1.263481377004381e-07,3.2938401525373633e-06
1000,-3.969860710306644e-07,6.586441109103464e-08,1.4666281669078749e-06
1001,2.0566591759655654e-07,2.6864937782008163e-08,1.863242608330449e-07
1002,-1.5650498083456457e-06,2.408238747114633e-07,5.463562095492348e-06
1003,5.983744053795014e-07,8.466656140291245e-09,-5.008180393071746e-07
1004,-7.697208554379319e-07,1.6943432363342168e-07,3.1977962558830867e-06
1005,7.612836351312144e-07,6.815664602100782e-09,-5.734190950801425e-07
1006,-1.0118325438252509e-07,1.0809198841237035e-07,1.3950050320123934e-06
1007,6.978213966951962e-07,1.5662514117960604e-08,-5.508601594353528e-08
1008,-1.8706621489220363e-06,3.2077165295193474e-07,7.928530366760197e-06
1009,3.88990835079435e-07,6.142762139528574e-08,1.382550217161221e-07
