node_id,x,y,z
206,1.0,0.03,0.07
207,0.8500000000000001,0.01,0.05
208,0.8,0.0,0.04
209,0.8,0.01,0.04
210,0.75,0.0,0.03
211,0.9500000000000001,0.04,0.06
212,0.75,0.01,0.03
213,0.7000000000000001,0.0,0.02
214,0.9,0.04,0.05
215,0.7000000000000001,0.01,0.02
216,0.65,0.0,0.01
217,1.0,0.08,0.01
218,0.9500000000000001,0.07,0.02
219,0.9,0.06,0.02
220,1.0,0.07,0.04
221,0.8500000000000001,0.05,0.02
222,0.8,0.04,0.02
223,1.0,0.06,0.06
224,0.9500000000000001,0.06,0.05
225,0.8500000000000001,0.04,0.04
226,0.75,0.03,0.02
227,0.65,0.01,0.01
228,1.0,0.01,0.08
229,0.9500000000000001,0.02,0.07
230,0.9,0.02,0.06
231,1.0,0.04,0.07
232,0.8500000000000001,0.02,0.05
233,0.8,0.02,0.04
234,0.9500000000000001,0.05,0.06
235,0.75,0.02,0.03
236,1.0,0.08,0.0
237,1.0,0.08,0.02
238,0.9500000000000001,0.07,0.03
239,0.9,0.06,0.03
240,1.0,0.07,0.05
241,0.8500000000000001,0.05,0.03
242,0.9,0.05,0.05
243,0.8,0.04,0.03
244,0.7000000000000001,0.02,0.02
245,0.6000000000000001,0.0,0.0
246,1.0,0.0,0.08
247,1.0,0.02,0.08
248,0.9500000000000001,0.03,0.07
249,0.9,0.03,0.06
250,1.0,0.05,0.07
251,0.8500000000000001,0.03,0.05
252,0.8,0.03,0.04
253,0.9500000000000001,0.08,0.0
254,0.9500000000000001,0.08,0.01
255,0.9,0.07,0.0
256,0.9,0.07,0.01
257,0.8500000000000001,0.06,0.0
258,1.0,0.08,0.03
259,0.8500000000000001,0.06,0.01
260,0.8,0.05,0.0
261,0.8,0.05,0.01
262,0.75,0.04,0.0
263,0.9500000000000001,0.07,0.04
264,0.75,0.04,0.01
265,0.7000000000000001,0.03,0.0
266,0.9,0.06,0.04
267,0.7000000000000001,0.03,0.01
268,0.65,0.02,0.0
269,1.0,0.07,0.06
270,0.9500000000000001,0.06,0.06
271,0.8500000000000001,0.05,0.04
272,0.75,0.03,0.03
273,0.65,0.02,0.01
274,0.6000000000000001,0.01,0.0
275,0.9500000000000001,0.0,0.08
276,0.9500000000000001,0.01,0.08
277,0.9,0.0,0.07
278,0.9,0.01,0.07
279,0.8500000000000001,0.0,0.06
280,1.0,0.03,0.08
281,0.8500000000000001,0.01,0.06
282,0.8,0.0,0.05
283,0.8,0.01,0.05
284,0.75,0.0,0.04
285,0.9500000000000001,0.04,0.07
286,0.75,0.01,0.04
287,0.7000000000000001,0.0,0.03
288,0.9,0.04,0.06
289,0.7000000000000001,0.01,0.03
290,0.65,0.0,0.02
291,1.0,0.06,0.07
292,0.8500000000000001,0.04,0.05
293,0.65,0.01,0.02
294,0.6000000000000001,0.0,0.01
295,1.0,0.09,0.01
296,0.9500000000000001,0.08,0.02
297,0.9,0.07,0.02
298,1.0,0.08,0.04
299,0.8500000000000001,0.06,0.02
300,0.8,0.05,0.02
301,0.9500000000000001,0.07,0.05
302,0.75,0.04,0.02
303,0.9,0.06,0.05
304,0.8,0.04,0.04
305,0.7000000000000001,0.03,0.02
306,0.6000000000000001,0.01,0.01
307,1.0,0.01,0.09
308,0.9500000000000001,0.02,0.08
309,0.9,0.02,0.07
310,1.0,0.04,0.08
311,0.8500000000000001,0.02,0.06
312,0.8,0.02,0.05
313,0.9500000000000001,0.05,0.07
314,0.75,0.02,0.04
315,0.9,0.05,0.06
316,0.7000000000000001,0.02,0.03
317,1.0,0.09,0.0
318,1.0,0.09,0.02
319,0.9500000000000001,0.08,0.03
320,0.9,0.07,0.03
321,1.0,0.08,0.05
322,0.8500000000000001,0.06,0.03
323,0.8,0.05,0.03
324,1.0,0.07,0.07
325,0.9500000000000001,0.07,0.06
326,0.8500000000000001,0.05,0.05
327,0.75,0.04,0.03
328,0.65,0.02,0.02
329,0.55,0.0,0.0
330,1.0,0.0,0.09
331,1.0,0.02,0.09
332,0.9500000000000001,0.03,0.08
333,0.9,0.03,0.07
334,1.0,0.05,0.08
335,0.8500000000000001,0.03,0.06
336,0.8,0.03,0.05
337,0.9500000000000001,0.06,0.07
338,0.75,0.03,0.04
339,0.9500000000000001,0.09,0.0
340,0.9500000000000001,0.09,0.01
341,0.9,0.08,0.0
342,0.9,0.08,0.01
343,0.8500000000000001,0.07,0.0
344,1.0,0.09,0.03
345,0.8500000000000001,0.07,0.01
346,0.8,0.06,0.0
347,0.8,0.06,0.01
348,0.75,0.05,0.0
349,0.9500000000000001,0.08,0.04
350,0.75,0.05,0.01
351,0.7000000000000001,0.04,0.0
352,0.9,0.07,0.04
353,0.7000000000000001,0.04,0.01
354,0.65,0.03,0.0
355,1.0,0.08,0.06
356,0.8500000000000001,0.06,0.04
357,0.65,0.03,0.01
358,0.6000000000000001,0.02,0.0
359,0.9,0.06,0.06
360,0.8,0.05,0.04
361,0.7000000000000001,0.03,0.03
362,0.6000000000000001,0.02,0.01
363,0.55,0.01,0.0
364,0.9500000000000001,0.0,0.09
365,0.9500000000000001,0.01,0.09
366,0.9,0.0,0.08
367,0.9,0.01,0.08
368,0.8500000000000001,0.0,0.07
369,1.0,0.03,0.09
370,0.8500000000000001,0.01,0.07
371,0.8,0.0,0.06
372,0.8,0.01,0.06
373,0.75,0.0,0.05
374,0.9500000000000001,0.04,0.08
375,0.75,0.01,0.05
376,0.7000000000000001,0.0,0.04
377,0.9,0.04,0.07
378,0.7000000000000001,0.01,0.04
379,0.65,0.0,0.03
380,1.0,0.06,0.08
381,0.8500000000000001,0.04,0.06
382,0.65,0.01,0.03
383,0.6000000000000001,0.0,0.02
384,0.8,0.04,0.05
385,0.6000000000000001,0.01,0.02
386,0.55,0.0,0.01
387,1.0,0.1,0.01
388,0.9500000000000001,0.09,0.02
389,0.9,0.08,0.02
390,1.0,0.09,0.04
391,0.8500000000000001,0.07,0.02
392,0.8,0.06,0.02
393,0.9500000000000001,0.08,0.05
394,0.75,0.05,0.02
395,0.9,0.07,0.05
396,0.7000000000000001,0.04,0.02
397,1.0,0.08,0.07
398,0.9500000000000001,0.07,0.07
399,0.8500000000000001,0.06,0.05
400,0.75,0.04,0.04
401,0.65,0.03,0.02
402,0.55,0.01,0.01
403,1.0,0.01,0.1
404,0.9500000000000001,0.02,0.09
405,0.9,0.02,0.08
406,1.0,0.04,0.09
407,0.8500000000000001,0.02,0.07
408,0.8,0.02,0.06
409,0.9500000000000001,0.05,0.08
410,0.75,0.02,0.05
411,0.9,0.05,0.07
412,0.7000000000000001,0.02,0.04
413,1.0,0.07,0.08
414,0.8500000000000001,0.05,0.06
415,0.65,0.02,0.03
416,1.0,0.1,0.0
417,1.0,0.1,0.02
418,0.9500000000000001,0.09,0.03
419,0.9,0.08,0.03
420,1.0,0.09,0.05
421,0.8500000000000001,0.07,0.03
422,0.8,0.06,0.03
423,0.9500000000000001,0.08,0.06
424,0.75,0.05,0.03
425,0.9,0.07,0.06
426,0.8,0.05,0.05
427,0.7000000000000001,0.04,0.03
428,0.6000000000000001,0.02,0.02
429,0.5,0.0,0.0
430,1.0,0.0,0.1
431,1.0,0.02,0.1
432,0.9500000000000001,0.03,0.09
433,0.9,0.03,0.08
434,1.0,0.05,0.09
435,0.8500000000000001,0.03,0.07
436,0.8,0.03,0.06
437,0.9500000000000001,0.06,0.08
438,0.75,0.03,0.05
439,0.9,0.06,0.07
440,0.7000000000000001,0.03,0.04
441,0.9500000000000001,0.1,0.0
442,0.9500000000000001,0.1,0.01
443,0.9,0.09,0.0
444,0.9,0.09,0.01
445,0.8500000000000001,0.08,0.0
446,1.0,0.1,0.03
447,0.8500000000000001,0.08,0.01
448,0.8,0.07,0.0
449,0.8,0.07,0.01
450,0.75,0.06,0.0
451,0.9500000000000001,0.09,0.04
452,0.75,0.06,0.01
453,0.7000000000000001,0.05,0.0
454,0.9,0.08,0.04
455,0.7000000000000001,0.05,0.01
456,0.65,0.04,0.0
457,1.0,0.09,0.06
458,0.8500000000000001,0.07,0.04
459,0.65,0.04,0.01
460,0.6000000000000001,0.03,0.0
461,0.8,0.06,0.04
462,0.6000000000000001,0.03,0.01
463,0.55,0.02,0.0
464,1.0,0.08,0.08
465,0.9500000000000001,0.08,0.07
466,0.8500000000000001,0.06,0.06
467,0.75,0.05,0.04
468,0.65,0.03,0.03
469,0.55,0.02,0.01
470,0.5,0.01,0.0
471,0.9500000000000001,0.0,0.1
472,0.9500000000000001,0.01,0.1
473,0.9,0.0,0.09
474,0.9,0.01,0.09
475,0.8500000000000001,0.0,0.08
476,1.0,0.03,0.1
477,0.8500000000000001,0.01,0.08
478,0.8,0.0,0.07
479,0.8,0.01,0.07
480,0.75,0.0,0.06
481,0.9500000000000001,0.04,0.09
482,0.75,0.01,0.06
483,0.7000000000000001,0.0,0.05
484,0.9,0.04,0.08
485,0.7000000000000001,0.01,0.05
486,0.65,0.0,0.04
487,1.0,0.06,0.09
488,0.8500000000000001,0.04,0.07
489,0.65,0.01,0.04
490,0.6000000000000001,0.0,0.03
491,0.8,0.04,0.06
492,0.6000000000000001,0.01,0.03
493,0.55,0.0,0.02
494,0.9500000000000001,0.07,0.08
495,0.75,0.04,0.05
496,0.55,0.01,0.02
497,0.5,0.0,0.01
498,0.9500000000000001,0.1,0.02
499,0.9,0.09,0.02
500,1.0,0.1,0.04
501,0.8500000000000001,0.08,0.02
502,0.8,0.07,0.02
503,0.9500000000000001,0.09,0.05
504,0.75,0.06,0.02
505,0.9,0.08,0.05
506,0.7000000000000001,0.05,0.02
507,1.0,0.09,0.07
508,0.8500000000000001,0.07,0.05
509,0.65,0.04,0.02
510,0.9,0.07,0.07
511,0.8,0.06,0.05
512,0.7000000000000001,0.04,0.04
513,0.6000000000000001,0.03,0.02
514,0.5,0.01,0.01
515,0.9500000000000001,0.02,0.1
516,0.9,0.02,0.09
517,1.0,0.04,0.1
518,0.8500000000000001,0.02,0.08
519,0.8,0.02,0.07
520,0.9500000000000001,0.05,0.09
521,0.75,0.02,0.06
522,0.9,0.05,0.08
523,0.7000000000000001,0.02,0.05
524,1.0,0.07,0.09
525,0.8500000000000001,0.05,0.07
526,0.65,0.02,0.04
527,0.8,0.05,0.06
528,0.6000000000000001,0.02,0.03
529,0.9500000000000001,0.1,0.03
530,0.9,0.09,0.03
531,1.0,0.1,0.05
532,0.8500000000000001,0.08,0.03
533,0.8,0.07,0.03
534,0.9500000000000001,0.09,0.06
535,0.75,0.06,0.03
536,0.9,0.08,0.06
537,0.7000000000000001,0.05,0.03
538,1.0,0.09,0.08
539,0.9500000000000001,0.08,0.08
540,0.8500000000000001,0.07,0.06
541,0.75,0.05,0.05
542,0.65,0.04,0.03
543,0.55,0.02,0.02
544,0.45,0.0,0.0
545,0.9500000000000001,0.03,0.1
546,0.9,0.03,0.09
547,1.0,0.05,0.1
548,0.8500000000000001,0.03,0.08
549,0.8,0.03,0.07
550,0.9500000000000001,0.06,0.09
551,0.75,0.03,0.06
552,0.9,0.06,0.08
553,0.7000000000000001,0.03,0.05
554,1.0,0.08,0.09
555,0.8500000000000001,0.06,0.07
556,0.65,0.03,0.04
557,0.9,0.1,0.0
558,0.9,0.1,0.01
559,0.8500000000000001,0.09,0.0
560,0.8500000000000001,0.09,0.01
561,0.8,0.08,0.0
562,0.8,0.08,0.01
563,0.75,0.07,0.0
564,0.9500000000000001,0.1,0.04
565,0.75,0.07,0.01
566,0.7000000000000001,0.06,0.0
567,0.9,0.09,0.04
568,0.7000000000000001,0.06,0.01
569,0.65,0.05,0.0
570,1.0,0.1,0.06
571,0.8500000000000001,0.08,0.04
572,0.65,0.05,0.01
573,0.6000000000000001,0.04,0.0
574,0.8,0.07,0.04
575,0.6000000000000001,0.04,0.01
576,0.55,0.03,0.0
577,0.9500000000000001,0.09,0.07
578,0.75,0.06,0.04
579,0.55,0.03,0.01
580,0.5,0.02,0.0
581,0.9,0.08,0.07
582,0.8,0.06,0.06
583,0.7000000000000001,0.05,0.04
584,0.6000000000000001,0.03,0.03
585,0.5,0.02,0.01
586,0.45,0.01,0.0
587,0.9,0.0,0.1
588,0.9,0.01,0.1
589,0.8500000000000001,0.0,0.09
590,0.8500000000000001,0.01,0.09
591,0.8,0.0,0.08
592,0.8,0.01,0.08
593,0.75,0.0,0.07
594,0.9500000000000001,0.04,0.1
595,0.75,0.01,0.07
596,0.7000000000000001,0.0,0.06
597,0.9,0.04,0.09
598,0.7000000000000001,0.01,0.06
599,0.65,0.0,0.05
600,1.0,0.06,0.1
601,0.8500000000000001,0.04,0.08
602,0.65,0.01,0.05
603,0.6000000000000001,0.0,0.04
604,0.8,0.04,0.07
605,0.6000000000000001,0.01,0.04
606,0.55,0.0,0.03
607,0.9500000000000001,0.07,0.09
608,0.75,0.04,0.06
609,0.55,0.01,0.03
610,0.5,0.0,0.02
611,0.9,0.07,0.08
612,0.7000000000000001,0.04,0.05
613,0.5,0.01,0.02
614,0.45,0.0,0.01
615,0.9,0.1,0.02
616,0.8500000000000001,0.09,0.02
617,0.8,0.08,0.02
618,0.9500000000000001,0.1,0.05
619,0.75,0.07,0.02
620,0.9,0.09,0.05
621,0.7000000000000001,0.06,0.02
622,1.0,0.1,0.07
623,0.8500000000000001,0.08,0.05
624,0.65,0.05,0.02
625,0.8,0.07,0.05
626,0.6000000000000001,0.04,0.02
627,1.0,0.09,0.09
628,0.9500000000000001,0.09,0.08
629,0.8500000000000001,0.07,0.07
630,0.75,0.06,0.05
631,0.65,0.04,0.04
632,0.55,0.03,0.02
633,0.45,0.01,0.01
634,0.9,0.02,0.1
635,0.8500000000000001,0.02,0.09
636,0.8,0.02,0.08
637,0.9500000000000001,0.05,0.1
638,0.75,0.02,0.07
639,0.9,0.05,0.09
640,0.7000000000000001,0.02,0.06
641,1.0,0.07,0.1
642,0.8500000000000001,0.05,0.08
643,0.65,0.02,0.05
644,0.8,0.05,0.07
645,0.6000000000000001,0.02,0.04
646,0.9500000000000001,0.08,0.09
647,0.75,0.05,0.06
648,0.55,0.02,0.03
649,0.9,0.1,0.03
650,0.8500000000000001,0.09,0.03
651,0.8,0.08,0.03
652,0.9500000000000001,0.1,0.06
653,0.75,0.07,0.03
654,0.9,0.09,0.06
655,0.7000000000000001,0.06,0.03
656,1.0,0.1,0.08
657,0.8500000000000001,0.08,0.06
658,0.65,0.05,0.03
659,0.9,0.08,0.08
660,0.8,0.07,0.06
661,0.7000000000000001,0.05,0.05
662,0.6000000000000001,0.04,0.03
663,0.5,0.02,0.02
664,0.4,0.0,0.0
665,0.9,0.03,0.1
666,0.8500000000000001,0.03,0.09
667,0.8,0.03,0.08
668,0.9500000000000001,0.06,0.1
669,0.75,0.03,0.07
670,0.9,0.06,0.09
671,0.7000000000000001,0.03,0.06
672,1.0,0.08,0.1
673,0.8500000000000001,0.06,0.08
674,0.65,0.03,0.05
675,0.8,0.06,0.07
676,0.6000000000000001,0.03,0.04
677,0.8500000000000001,0.1,0.0
678,0.8500000000000001,0.1,0.01
679,0.8,0.09,0.0
680,0.8,0.09,0.01
681,0.75,0.08,0.0
682,0.75,0.08,0.01
683,0.7000000000000001,0.07,0.0
684,0.9,0.1,0.04
685,0.7000000000000001,0.07,0.01
686,0.65,0.06,0.0
687,0.8500000000000001,0.09,0.04
688,0.65,0.06,0.01
689,0.6000000000000001,0.05,0.0
690,0.8,0.08,0.04
691,0.6000000000000001,0.05,0.01
692,0.55,0.04,0.0
693,0.9500000000000001,0.1,0.07
694,0.75,0.07,0.04
695,0.55,0.04,0.01
696,0.5,0.03,0.0
697,0.9,0.09,0.07
698,0.7000000000000001,0.06,0.04
699,0.5,0.03,0.01
700,0.45,0.02,0.0
701,1.0,0.1,0.09
702,0.9500000000000001,0.09,0.09
703,0.8500000000000001,0.08,0.07
704,0.75,0.06,0.06
705,0.65,0.05,0.04
706,0.55,0.03,0.03
707,0.45,0.02,0.01
708,0.4,0.01,0.0
709,0.8500000000000001,0.0,0.1
710,0.8500000000000001,0.01,0.1
711,0.8,0.0,0.09
712,0.8,0.01,0.09
713,0.75,0.0,0.08
714,0.75,0.01,0.08
715,0.7000000000000001,0.0,0.07
716,0.9,0.04,0.1
717,0.7000000000000001,0.01,0.07
718,0.65,0.0,0.06
719,0.8500000000000001,0.04,0.09
720,0.65,0.01,0.06
721,0.6000000000000001,0.0,0.05
722,0.8,0.04,0.08
723,0.6000000000000001,0.01,0.05
724,0.55,0.0,0.04
725,0.9500000000000001,0.07,0.1
726,0.75,0.04,0.07
727,0.55,0.01,0.04
728,0.5,0.0,0.03
729,0.9,0.07,0.09
730,0.7000000000000001,0.04,0.06
731,0.5,0.01,0.03
732,0.45,0.0,0.02
733,1.0,0.09,0.1
734,0.8500000000000001,0.07,0.08
735,0.65,0.04,0.05
736,0.45,0.01,0.02
737,0.4,0.0,0.01
738,0.8500000000000001,0.1,0.02
739,0.8,0.09,0.02
740,0.75,0.08,0.02
741,0.9,0.1,0.05
742,0.7000000000000001,0.07,0.02
743,0.8500000000000001,0.09,0.05
744,0.65,0.06,0.02
745,0.8,0.08,0.05
746,0.6000000000000001,0.05,0.02
747,0.9500000000000001,0.1,0.08
748,0.75,0.07,0.05
749,0.55,0.04,0.02
750,0.9,0.09,0.08
751,0.8,0.07,0.07
752,0.7000000000000001,0.06,0.05
753,0.6000000000000001,0.04,0.04
754,0.5,0.03,0.02
755,0.4,0.01,0.01
756,0.8500000000000001,0.02,0.1
757,0.8,0.02,0.09
758,0.75,0.02,0.08
759,0.9,0.05,0.1
760,0.7000000000000001,0.02,0.07
761,0.8500000000000001,0.05,0.09
762,0.65,0.02,0.06
763,0.8,0.05,0.08
764,0.6000000000000001,0.02,0.05
765,0.9500000000000001,0.08,0.1
766,0.75,0.05,0.07
767,0.55,0.02,0.04
768,0.9,0.08,0.09
769,0.7000000000000001,0.05,0.06
770,0.5,0.02,0.03
771,0.8500000000000001,0.1,0.03
772,0.8,0.09,0.03
773,0.75,0.08,0.03
774,0.9,0.1,0.06
775,0.7000000000000001,0.07,0.03
776,0.8500000000000001,0.09,0.06
777,0.65,0.06,0.03
778,0.8,0.08,0.06
779,0.6000000000000001,0.05,0.03
780,1.0,0.1,0.1
781,0.9500000000000001,0.1,0.09
782,0.8500000000000001,0.08,0.08
783,0.75,0.07,0.06
784,0.65,0.05,0.05
785,0.55,0.04,0.03
786,0.45,0.02,0.02
787,0.35000000000000003,0.0,0.0
788,0.8500000000000001,0.03,0.1
789,0.8,0.03,0.09
790,0.75,0.03,0.08
791,0.9,0.06,0.1
792,0.7000000000000001,0.03,0.07
793,0.8500000000000001,0.06,0.09
794,0.65,0.03,0.06
795,0.8,0.06,0.08
796,0.6000000000000001,0.03,0.05
797,0.9500000000000001,0.09,0.1
798,0.75,0.06,0.07
799,0.55,0.03,0.04
800,0.8,0.1,0.0
801,0.8,0.1,0.01
802,0.75,0.09,0.0
803,0.75,0.09,0.01
804,0.7000000000000001,0.08,0.0
805,0.7000000000000001,0.08,0.01
806,0.65,0.07,0.0
807,0.8500000000000001,0.1,0.04
808,0.65,0.07,0.01
809,0.6000000000000001,0.06,0.0
810,0.8,0.09,0.04
811,0.6000000000000001,0.06,0.01
812,0.55,0.05,0.0
813,0.75,0.08,0.04
814,0.55,0.05,0.01
815,0.5,0.04,0.0
816,0.9,0.1,0.07
817,0.7000000000000001,0.07,0.04
818,0.5,0.04,0.01
819,0.45,0.03,0.0
820,0.8500000000000001,0.09,0.07
821,0.65,0.06,0.04
822,0.45,0.03,0.01
823,0.4,0.02,0.0
824,0.9,0.09,0.09
825,0.8,0.08,0.07
826,0.7000000000000001,0.06,0.06
827,0.6000000000000001,0.05,0.04
828,0.5,0.03,0.03
829,0.4,0.02,0.01
830,0.35000000000000003,0.01,0.0
831,0.8,0.0,0.1
832,0.8,0.01,0.1
833,0.75,0.0,0.09
834,0.75,0.01,0.09
835,0.7000000000000001,0.0,0.08
836,0.7000000000000001,0.01,0.08
837,0.65,0.0,0.07
838,0.8500000000000001,0.04,0.1
839,0.65,0.01,0.07
840,0.6000000000000001,0.0,0.06
841,0.8,0.04,0.09
842,0.6000000000000001,0.01,0.06
843,0.55,0.0,0.05
844,0.75,0.04,0.08
845,0.55,0.01,0.05
846,0.5,0.0,0.04
847,0.9,0.07,0.1
848,0.7000000000000001,0.04,0.07
849,0.5,0.01,0.04
850,0.45,0.0,0.03
851,0.8500000000000001,0.07,0.09
852,0.65,0.04,0.06
853,0.45,0.01,0.03
854,0.4,0.0,0.02
855,0.8,0.07,0.08
856,0.6000000000000001,0.04,0.05
857,0.4,0.01,0.02
858,0.35000000000000003,0.0,0.01
859,0.8,0.1,0.02
860,0.75,0.09,0.02
861,0.7000000000000001,0.08,0.02
862,0.8500000000000001,0.1,0.05
863,0.65,0.07,0.02
864,0.8,0.09,0.05
865,0.6000000000000001,0.06,0.02
866,0.75,0.08,0.05
867,0.55,0.05,0.02
868,0.9,0.1,0.08
869,0.7000000000000001,0.07,0.05
870,0.5,0.04,0.02
871,0.9500000000000001,0.1,0.1
872,0.8500000000000001,0.09,0.08
873,0.75,0.07,0.07
874,0.65,0.06,0.05
875,0.55,0.04,0.04
876,0.45,0.03,0.02
