node_id,x,y,z
877,0.35000000000000003,0.01,0.01
878,0.8,0.02,0.1
879,0.75,0.02,0.09
880,0.7000000000000001,0.02,0.08
881,0.8500000000000001,0.05,0.1
882,0.65,0.02,0.07
883,0.8,0.05,0.09
884,0.6000000000000001,0.02,0.06
885,0.75,0.05,0.08
886,0.55,0.02,0.05
887,0.9,0.08,0.1
888,0.7000000000000001,0.05,0.07
889,0.5,0.02,0.04
890,0.8500000000000001,0.08,0.09
891,0.65,0.05,0.06
892,0.45,0.02,0.03
893,0.8,0.1,0.03
894,0.75,0.09,0.03
895,0.7000000000000001,0.08,0.03
896,0.8500000000000001,0.1,0.06
897,0.65,0.07,0.03
898,0.8,0.09,0.06
899,0.6000000000000001,0.06,0.03
900,0.75,0.08,0.06
901,0.55,0.05,0.03
902,0.9,0.1,0.09
903,0.8,0.08,0.08
904,0.7000000000000001,0.07,0.06
905,0.6000000000000001,0.05,0.05
906,0.5,0.04,0.03
907,0.4,0.02,0.02
908,0.30000000000000004,0.0,0.0
909,0.8,0.03,0.1
910,0.75,0.03,0.09
911,0.7000000000000001,0.03,0.08
912,0.8500000000000001,0.06,0.1
913,0.65,0.03,0.07
914,0.8,0.06,0.09
915,0.6000000000000001,0.03,0.06
916,0.75,0.06,0.08
917,0.55,0.03,0.05
918,0.9,0.09,0.1
919,0.7000000000000001,0.06,0.07
920,0.5,0.03,0.04
921,0.75,0.1,0.0
922,0.75,0.1,0.01
923,0.7000000000000001,0.09,0.0
924,0.7000000000000001,0.09,0.01
925,0.65,0.08,0.0
926,0.65,0.08,0.01
927,0.6000000000000001,0.07,0.0
928,0.8,0.1,0.04
929,0.6000000000000001,0.07,0.01
930,0.55,0.06,0.0
931,0.75,0.09,0.04
932,0.55,0.06,0.01
933,0.5,0.05,0.0
934,0.7000000000000001,0.08,0.04
935,0.5,0.05,0.01
936,0.45,0.04,0.0
937,0.8500000000000001,0.1,0.07
938,0.65,0.07,0.04
939,0.45,0.04,0.01
940,0.4,0.03,0.0
941,0.8,0.09,0.07
942,0.6000000000000001,0.06,0.04
943,0.4,0.03,0.01
944,0.35000000000000003,0.02,0.0
945,0.8500000000000001,0.09,0.09
946,0.75,0.08,0.07
947,0.65,0.06,0.06
948,0.55,0.05,0.04
949,0.45,0.03,0.03
950,0.35000000000000003,0.02,0.01
951,0.30000000000000004,0.01,0.0
952,0.75,0.0,0.1
953,0.75,0.01,0.1
954,0.7000000000000001,0.0,0.09
955,0.7000000000000001,0.01,0.09
956,0.65,0.0,0.08
957,0.65,0.01,0.08
958,0.6000000000000001,0.0,0.07
959,0.8,0.04,0.1
960,0.6000000000000001,0.01,0.07
961,0.55,0.0,0.06
962,0.75,0.04,0.09
963,0.55,0.01,0.06
964,0.5,0.0,0.05
965,0.7000000000000001,0.04,0.08
966,0.5,0.01,0.05
967,0.45,0.0,0.04
968,0.8500000000000001,0.07,0.1
969,0.65,0.04,0.07
970,0.45,0.01,0.04
971,0.4,0.0,0.03
972,0.8,0.07,0.09
973,0.6000000000000001,0.04,0.06
974,0.4,0.01,0.03
975,0.35000000000000003,0.0,0.02
976,0.75,0.07,0.08
977,0.55,0.04,0.05
978,0.35000000000000003,0.01,0.02
979,0.30000000000000004,0.0,0.01
980,0.75,0.1,0.02
981,0.7000000000000001,0.09,0.02
982,0.65,0.08,0.02
983,0.8,0.1,0.05
984,0.6000000000000001,0.07,0.02
985,0.75,0.09,0.05
986,0.55,0.06,0.02
987,0.7000000000000001,0.08,0.05
988,0.5,0.05,0.02
989,0.8500000000000001,0.1,0.08
990,0.65,0.07,0.05
991,0.45,0.04,0.02
992,0.9,0.1,0.1
993,0.8,0.09,0.08
994,0.7000000000000001,0.07,0.07
995,0.6000000000000001,0.06,0.05
996,0.5,0.04,0.04
997,0.4,0.03,0.02
998,0.30000000000000004,0.01,0.01
999,0.75,0.02,0.1
1000,0.7000000000000001,0.02,0.09
1001,0.65,0.02,0.08
1002,0.8,0.05,0.1
1003,0.6000000000000001,0.02,0.07
1004,0.75,0.05,0.09
1005,0.55,0.02,0.06
1006,0.7000000000000001,0.05,0.08
1007,0.5,0.02,0.05
1008,0.8500000000000001,0.08,0.1
1009,0.65,0.05,0.07
1010,0.45,0.02,0.04
1011,0.8,0.08,0.09
1012,0.6000000000000001,0.05,0.06
1013,0.4,0.02,0.03
1014,0.75,0.1,0.03
1015,0.7000000000000001,0.09,0.03
1016,0.65,0.08,0.03
1017,0.8,0.1,0.06
1018,0.6000000000000001,0.07,0.03
1019,0.75,0.09,0.06
1020,0.55,0.06,0.03
1021,0.7000000000000001,0.08,0.06
1022,0.5,0.05,0.03
1023,0.8500000000000001,0.1,0.09
1024,0.75,0.08,0.08
1025,0.65,0.07,0.06
1026,0.55,0.05,0.05
1027,0.45,0.04,0.03
1028,0.35000000000000003,0.02,0.02
1029,0.25,0.0,0.0
1030,0.75,0.03,0.1
1031,0.7000000000000001,0.03,0.09
1032,0.65,0.03,0.08
1033,0.8,0.06,0.1
1034,0.6000000000000001,0.03,0.07
1035,0.75,0.06,0.09
1036,0.55,0.03,0.06
1037,0.7000000000000001,0.06,0.08
1038,0.5,0.03,0.05
1039,0.8500000000000001,0.09,0.1
1040,0.65,0.06,0.07
1041,0.45,0.03,0.04
1042,0.7000000000000001,0.1,0.0
1043,0.7000000000000001,0.1,0.01
1044,0.65,0.09,0.0
1045,0.65,0.09,0.01
1046,0.6000000000000001,0.08,0.0
1047,0.6000000000000001,0.08,0.01
1048,0.55,0.07,0.0
1049,0.75,0.1,0.04
1050,0.55,0.07,0.01
1051,0.5,0.06,0.0
1052,0.7000000000000001,0.09,0.04
1053,0.5,0.06,0.01
1054,0.45,0.05,0.0
1055,0.65,0.08,0.04
1056,0.45,0.05,0.01
1057,0.4,0.04,0.0
1058,0.8,0.1,0.07
1059,0.6000000000000001,0.07,0.04
1060,0.4,0.04,0.01
1061,0.35000000000000003,0.03,0.0
1062,0.75,0.09,0.07
1063,0.55,0.06,0.04
1064,0.35000000000000003,0.03,0.01
1065,0.30000000000000004,0.02,0.0
1066,0.8,0.09,0.09
1067,0.7000000000000001,0.08,0.07
1068,0.6000000000000001,0.06,0.06
1069,0.5,0.05,0.04
1070,0.4,0.03,0.03
1071,0.30000000000000004,0.02,0.01
1072,0.25,0.01,0.0
1073,0.7000000000000001,0.0,0.1
1074,0.7000000000000001,0.01,0.1
1075,0.65,0.0,0.09
1076,0.65,0.01,0.09
1077,0.6000000000000001,0.0,0.08
1078,0.6000000000000001,0.01,0.08
1079,0.55,0.0,0.07
1080,0.75,0.04,0.1
1081,0.55,0.01,0.07
1082,0.5,0.0,0.06
1083,0.7000000000000001,0.04,0.09
1084,0.5,0.01,0.06
1085,0.45,0.0,0.05
1086,0.65,0.04,0.08
1087,0.45,0.01,0.05
1088,0.4,0.0,0.04
1089,0.8,0.07,0.1
1090,0.6000000000000001,0.04,0.07
1091,0.4,0.01,0.04
1092,0.35000000000000003,0.0,0.03
1093,0.75,0.07,0.09
1094,0.55,0.04,0.06
1095,0.35000000000000003,0.01,0.03
1096,0.30000000000000004,0.0,0.02
1097,0.7000000000000001,0.07,0.08
1098,0.5,0.04,0.05
1099,0.30000000000000004,0.01,0.02
1100,0.25,0.0,0.01
1101,0.7000000000000001,0.1,0.02
1102,0.65,0.09,0.02
1103,0.6000000000000001,0.08,0.02
1104,0.75,0.1,0.05
1105,0.55,0.07,0.02
1106,0.7000000000000001,0.09,0.05
1107,0.5,0.06,0.02
1108,0.65,0.08,0.05
1109,0.45,0.05,0.02
1110,0.8,0.1,0.08
1111,0.6000000000000001,0.07,0.05
1112,0.4,0.04,0.02
1113,0.8500000000000001,0.1,0.1
1114,0.75,0.09,0.08
1115,0.65,0.07,0.07
1116,0.55,0.06,0.05
1117,0.45,0.04,0.04
1118,0.35000000000000003,0.03,0.02
1119,0.25,0.01,0.01
1120,0.7000000000000001,0.02,0.1
1121,0.65,0.02,0.09
1122,0.6000000000000001,0.02,0.08
1123,0.75,0.05,0.1
1124,0.55,0.02,0.07
1125,0.7000000000000001,0.05,0.09
1126,0.5,0.02,0.06
1127,0.65,0.05,0.08
1128,0.45,0.02,0.05
1129,0.8,0.08,0.1
1130,0.6000000000000001,0.05,0.07
1131,0.4,0.02,0.04
1132,0.75,0.08,0.09
1133,0.55,0.05,0.06
1134,0.35000000000000003,0.02,0.03
1135,0.7000000000000001,0.1,0.03
1136,0.65,0.09,0.03
1137,0.6000000000000001,0.08,0.03
1138,0.75,0.1,0.06
1139,0.55,0.07,0.03
1140,0.7000000000000001,0.09,0.06
1141,0.5,0.06,0.03
1142,0.65,0.08,0.06
1143,0.45,0.05,0.03
1144,0.8,0.1,0.09
1145,0.7000000000000001,0.08,0.08
1146,0.6000000000000001,0.07,0.06
1147,0.5,0.05,0.05
1148,0.4,0.04,0.03
1149,0.30000000000000004,0.02,0.02
1150,0.2,0.0,0.0
1151,0.7000000000000001,0.03,0.1
1152,0.65,0.03,0.09
1153,0.6000000000000001,0.03,0.08
1154,0.75,0.06,0.1
1155,0.55,0.03,0.07
1156,0.7000000000000001,0.06,0.09
1157,0.5,0.03,0.06
1158,0.65,0.06,0.08
1159,0.45,0.03,0.05
1160,0.8,0.09,0.1
1161,0.6000000000000001,0.06,0.07
1162,0.4,0.03,0.04
1163,0.65,0.1,0.0
1164,0.65,0.1,0.01
1165,0.6000000000000001,0.09,0.0
1166,0.6000000000000001,0.09,0.01
1167,0.55,0.08,0.0
1168,0.55,0.08,0.01
1169,0.5,0.07,0.0
1170,0.7000000000000001,0.1,0.04
1171,0.5,0.07,0.01
1172,0.45,0.06,0.0
1173,0.65,0.09,0.04
1174,0.45,0.06,0.01
1175,0.4,0.05,0.0
1176,0.6000000000000001,0.08,0.04
1177,0.4,0.05,0.01
1178,0.35000000000000003,0.04,0.0
1179,0.75,0.1,0.07
1180,0.55,0.07,0.04
1181,0.35000000000000003,0.04,0.01
1182,0.30000000000000004,0.03,0.0
1183,0.7000000000000001,0.09,0.07
1184,0.5,0.06,0.04
1185,0.30000000000000004,0.03,0.01
1186,0.25,0.02,0.0
1187,0.75,0.09,0.09
1188,0.65,0.08,0.07
1189,0.55,0.06,0.06
1190,0.45,0.05,0.04
1191,0.35000000000000003,0.03,0.03
1192,0.25,0.02,0.01
1193,0.2,0.01,0.0
1194,0.65,0.0,0.1
1195,0.65,0.01,0.1
1196,0.6000000000000001,0.0,0.09
1197,0.6000000000000001,0.01,0.09
1198,0.55,0.0,0.08
1199,0.55,0.01,0.08
1200,0.5,0.0,0.07
1201,0.7000000000000001,0.04,0.1
1202,0.5,0.01,0.07
1203,0.45,0.0,0.06
1204,0.65,0.04,0.09
1205,0.45,0.01,0.06
1206,0.4,0.0,0.05
1207,0.6000000000000001,0.04,0.08
1208,0.4,0.01,0.05
1209,0.35000000000000003,0.0,0.04
1210,0.75,0.07,0.1
1211,0.55,0.04,0.07
1212,0.35000000000000003,0.01,0.04
1213,0.30000000000000004,0.0,0.03
1214,0.7000000000000001,0.07,0.09
1215,0.5,0.04,0.06
1216,0.30000000000000004,0.01,0.03
1217,0.25,0.0,0.02
1218,0.65,0.07,0.08
1219,0.45,0.04,0.05
1220,0.25,0.01,0.02
1221,0.2,0.0,0.01
1222,0.65,0.1,0.02
1223,0.6000000000000001,0.09,0.02
1224,0.55,0.08,0.02
1225,0.7000000000000001,0.1,0.05
1226,0.5,0.07,0.02
1227,0.65,0.09,0.05
1228,0.45,0.06,0.02
1229,0.6000000000000001,0.08,0.05
1230,0.4,0.05,0.02
1231,0.75,0.1,0.08
1232,0.55,0.07,0.05
1233,0.35000000000000003,0.04,0.02
1234,0.8,0.1,0.1
1235,0.7000000000000001,0.09,0.08
1236,0.6000000000000001,0.07,0.07
1237,0.5,0.06,0.05
1238,0.4,0.04,0.04
1239,0.30000000000000004,0.03,0.02
1240,0.2,0.01,0.01
1241,0.65,0.02,0.1
1242,0.6000000000000001,0.02,0.09
1243,0.55,0.02,0.08
1244,0.7000000000000001,0.05,0.1
1245,0.5,0.02,0.07
1246,0.65,0.05,0.09
1247,0.45,0.02,0.06
1248,0.6000000000000001,0.05,0.08
1249,0.4,0.02,0.05
1250,0.75,0.08,0.1
1251,0.55,0.05,0.07
1252,0.35000000000000003,0.02,0.04
1253,0.7000000000000001,0.08,0.09
1254,0.5,0.05,0.06
1255,0.30000000000000004,0.02,0.03
1256,0.65,0.1,0.03
1257,0.6000000000000001,0.09,0.03
1258,0.55,0.08,0.03
1259,0.7000000000000001,0.1,0.06
1260,0.5,0.07,0.03
1261,0.65,0.09,0.06
1262,0.45,0.06,0.03
1263,0.6000000000000001,0.08,0.06
1264,0.4,0.05,0.03
1265,0.75,0.1,0.09
1266,0.65,0.08,0.08
1267,0.55,0.07,0.06
1268,0.45,0.05,0.05
1269,0.35000000000000003,0.04,0.03
1270,0.25,0.02,0.02
1271,0.15000000000000002,0.0,0.0
1272,0.65,0.03,0.1
1273,0.6000000000000001,0.03,0.09
1274,0.55,0.03,0.08
1275,0.7000000000000001,0.06,0.1
1276,0.5,0.03,0.07
1277,0.65,0.06,0.09
1278,0.45,0.03,0.06
1279,0.6000000000000001,0.06,0.08
1280,0.4,0.03,0.05
1281,0.75,0.09,0.1
1282,0.55,0.06,0.07
1283,0.35000000000000003,0.03,0.04
1284,0.6000000000000001,0.1,0.0
1285,0.6000000000000001,0.1,0.01
1286,0.55,0.09,0.0
1287,0.55,0.09,0.01
1288,0.5,0.08,0.0
1289,0.5,0.08,0.01
1290,0.45,0.07,0.0
1291,0.65,0.1,0.04
1292,0.45,0.07,0.01
1293,0.4,0.06,0.0
1294,0.6000000000000001,0.09,0.04
1295,0.4,0.06,0.01
1296,0.35000000000000003,0.05,0.0
1297,0.55,0.08,0.04
1298,0.35000000000000003,0.05,0.01
1299,0.30000000000000004,0.04,0.0
1300,0.7000000000000001,0.1,0.07
1301,0.5,0.07,0.04
1302,0.30000000000000004,0.04,0.01
1303,0.25,0.03,0.0
1304,0.65,0.09,0.07
1305,0.45,0.06,0.04
1306,0.25,0.03,0.01
1307,0.2,0.02,0.0
1308,0.7000000000000001,0.09,0.09
1309,0.6000000000000001,0.08,0.07
1310,0.5,0.06,0.06
1311,0.4,0.05,0.04
1312,0.30000000000000004,0.03,0.03
1313,0.2,0.02,0.01
1314,0.15000000000000002,0.01,0.0
1315,0.6000000000000001,0.0,0.1
1316,0.6000000000000001,0.01,0.1
1317,0.55,0.0,0.09
1318,0.55,0.01,0.09
1319,0.5,0.0,0.08
1320,0.5,0.01,0.08
1321,0.45,0.0,0.07
1322,0.65,0.04,0.1
1323,0.45,0.01,0.07
1324,0.4,0.0,0.06
1325,0.6000000000000001,0.04,0.09
1326,0.4,0.01,0.06
1327,0.35000000000000003,0.0,0.05
1328,0.55,0.04,0.08
1329,0.35000000000000003,0.01,0.05
1330,0.30000000000000004,0.0,0.04
1331,0.7000000000000001,0.07,0.1
1332,0.5,0.04,0.07
1333,0.30000000000000004,0.01,0.04
1334,0.25,0.0,0.03
1335,0.65,0.07,0.09
1336,0.45,0.04,0.06
1337,0.25,0.01,0.03
1338,0.2,0.0,0.02
1339,0.6000000000000001,0.07,0.08
1340,0.4,0.04,0.05
1341,0.2,0.01,0.02
1342,0.15000000000000002,0.0,0.01
1343,0.6000000000000001,0.1,0.02
1344,0.55,0.09,0.02
1345,0.5,0.08,0.02
1346,0.65,0.1,0.05
1347,0.45,0.07,0.02
1348,0.6000000000000001,0.09,0.05
1349,0.4,0.06,0.02
1350,0.55,0.08,0.05
1351,0.35000000000000003,0.05,0.02
1352,0.7000000000000001,0.1,0.08
1353,0.5,0.07,0.05
1354,0.30000000000000004,0.04,0.02
1355,0.75,0.1,0.1
1356,0.65,0.09,0.08
1357,0.55,0.07,0.07
1358,0.45,0.06,0.05
1359,0.35000000000000003,0.04,0.04
1360,0.25,0.03,0.02
1361,0.15000000000000002,0.01,0.01
1362,0.6000000000000001,0.02,0.1
1363,0.55,0.02,0.09
1364,0.5,0.02,0.08
1365,0.65,0.05,0.1
1366,0.45,0.02,0.07
1367,0.6000000000000001,0.05,0.09
1368,0.4,0.02,0.06
1369,0.55,0.05,0.08
1370,0.35000000000000003,0.02,0.05
1371,0.7000000000000001,0.08,0.1
1372,0.5,0.05,0.07
1373,0.30000000000000004,0.02,0.04
1374,0.65,0.08,0.09
1375,0.45,0.05,0.06
1376,0.25,0.02,0.03
1377,0.6000000000000001,0.1,0.03
1378,0.55,0.09,0.03
1379,0.5,0.08,0.03
1380,0.65,0.1,0.06
1381,0.45,0.07,0.03
1382,0.6000000000000001,0.09,0.06
1383,0.4,0.06,0.03
1384,0.55,0.08,0.06
1385,0.35000000000000003,0.05,0.03
1386,0.7000000000000001,0.1,0.09
1387,0.6000000000000001,0.08,0.08
1388,0.5,0.07,0.06
1389,0.4,0.05,0.05
1390,0.30000000000000004,0.04,0.03
1391,0.2,0.02,0.02
1392,0.1,0.0,0.0
1393,0.6000000000000001,0.03,0.1
1394,0.55,0.03,0.09
1395,0.5,0.03,0.08
1396,0.65,0.06,0.1
1397,0.45,0.03,0.07
1398,0.6000000000000001,0.06,0.09
1399,0.4,0.03,0.06
1400,0.55,0.06,0.08
1401,0.35000000000000003,0.03,0.05
1402,0.7000000000000001,0.09,0.1
1403,0.5,0.06,0.07
1404,0.30000000000000004,0.03,0.04
1405,0.55,0.1,0.0
1406,0.55,0.1,0.01
1407,0.5,0.09,0.0
1408,0.5,0.09,0.01
1409,0.45,0.08,0.0
1410,0.45,0.08,0.01
1411,0.4,0.07,0.0
1412,0.6000000000000001,0.1,0.04
1413,0.4,0.07,0.01
1414,0.35000000000000003,0.06,0.0
1415,0.55,0.09,0.04
1416,0.35000000000000003,0.06,0.01
1417,0.30000000000000004,0.05,0.0
1418,0.5,0.08,0.04
1419,0.30000000000000004,0.05,0.01
1420,0.25,0.04,0.0
1421,0.65,0.1,0.07
1422,0.45,0.07,0.04
1423,0.25,0.04,0.01
1424,0.2,0.03,0.0
1425,0.6000000000000001,0.09,0.07
1426,0.4,0.06,0.04
1427,0.2,0.03,0.01
1428,0.15000000000000002,0.02,0.0
1429,0.65,0.09,0.09
1430,0.55,0.08,0.07
1431,0.45,0.06,0.06
1432,0.35000000000000003,0.05,0.04
1433,0.25,0.03,0.03
1434,0.15000000000000002,0.02,0.01
1435,0.1,0.01,0.0
1436,0.55,0.0,0.1
1437,0.55,0.01,0.1
1438,0.5,0.0,0.09
1439,0.5,0.01,0.09
1440,0.45,0.0,0.08
1441,0.45,0.01,0.08
1442,0.4,0.0,0.07
1443,0.6000000000000001,0.04,0.1
1444,0.4,0.01,0.07
1445,0.35000000000000003,0.0,0.06
1446,0.55,0.04,0.09
1447,0.35000000000000003,0.01,0.06
1448,0.30000000000000004,0.0,0.05
1449,0.5,0.04,0.08
1450,0.30000000000000004,0.01,0.05
1451,0.25,0.0,0.04
1452,0.65,0.07,0.1
1453,0.45,0.04,0.07
1454,0.25,0.01,0.04
1455,0.2,0.0,0.03
1456,0.6000000000000001,0.07,0.09
1457,0.4,0.04,0.06
1458,0.2,0.01,0.03
1459,0.15000000000000002,0.0,0.02
1460,0.55,0.07,0.08
1461,0.35000000000000003,0.04,0.05
1462,0.15000000000000002,0.01,0.02
1463,0.1,0.0,0.01
1464,0.55,0.1,0.02
1465,0.5,0.09,0.02
1466,0.45,0.08,0.02
1467,0.6000000000000001,0.1,0.05
1468,0.4,0.07,0.02
1469,0.55,0.09,0.05
1470,0.35000000000000003,0.06,0.02
1471,0.5,0.08,0.05
1472,0.30000000000000004,0.05,0.02
1473,0.65,0.1,0.08
1474,0.45,0.07,0.05
1475,0.25,0.04,0.02
1476,0.7000000000000001,0.1,0.1
1477,0.6000000000000001,0.09,0.08
1478,0.5,0.07,0.07
1479,0.4,0.06,0.05
1480,0.30000000000000004,0.04,0.04
1481,0.2,0.03,0.02
1482,0.1,0.01,0.01
1483,0.55,0.02,0.1
1484,0.5,0.02,0.09
1485,0.45,0.02,0.08
1486,0.6000000000000001,0.05,0.1
1487,0.4,0.02,0.07
1488,0.55,0.05,0.09
1489,0.35000000000000003,0.02,0.06
1490,0.5,0.05,0.08
1491,0.30000000000000004,0.02,0.05
1492,0.65,0.08,0.1
1493,0.45,0.05,0.07
1494,0.25,0.02,0.04
1495,0.6000000000000001,0.08,0.09
1496,0.4,0.05,0.06
1497,0.2,0.02,0.03
1498,0.55,0.1,0.03
1499,0.5,0.09,0.03
1500,0.45,0.08,0.03
1501,0.6000000000000001,0.1,0.06
1502,0.4,0.07,0.03
1503,0.55,0.09,0.06
1504,0.35000000000000003,0.06,0.03
1505,0.5,0.08,0.06
1506,0.30000000000000004,0.05,0.03
1507,0.65,0.1,0.09
1508,0.55,0.08,0.08
1509,0.45,0.07,0.06
1510,0.35000000000000003,0.05,0.05
1511,0.25,0.04,0.03
1512,0.15000000000000002,0.02,0.02
1513,0.05,0.0,0.0
1514,0.55,0.03,0.1
1515,0.5,0.03,0.09
1516,0.45,0.03,0.08
1517,0.6000000000000001,0.06,0.1
1518,0.4,0.03,0.07
1519,0.55,0.06,0.09
1520,0.35000000000000003,0.03,0.06
1521,0.5,0.06,0.08
1522,0.30000000000000004,0.03,0.05
1523,0.65,0.09,0.1
1524,0.45,0.06,0.07
1525,0.25,0.03,0.04
1526,0.5,0.1,0.0
1527,0.5,0.1,0.01
1528,0.45,0.09,0.0
1529,0.45,0.09,0.01
1530,0.4,0.08,0.0
1531,0.4,0.08,0.01
1532,0.35000000000000003,0.07,0.0
1533,0.55,0.1,0.04
1534,0.35000000000000003,0.07,0.01
1535,0.30000000000000004,0.06,0.0
1536,0.5,0.09,0.04
1537,0.30000000000000004,0.06,0.01
1538,0.25,0.05,0.0
1539,0.45,0.08,0.04
1540,0.25,0.05,0.01
1541,0.2,0.04,0.0
1542,0.6000000000000001,0.1,0.07
1543,0.4,0.07,0.04
1544,0.2,0.04,0.01
1545,0.15000000000000002,0.03,0.0
1546,0.55,0.09,0.07
1547,0.35000000000000003,0.06,0.04
1548,0.15000000000000002,0.03,0.01
1549,0.1,0.02,0.0
1550,0.6000000000000001,0.09,0.09
1551,0.5,0.08,0.07
1552,0.4,0.06,0.06
1553,0.30000000000000004,0.05,0.04
1554,0.2,0.03,0.03
1555,0.1,0.02,0.01
1556,0.05,0.01,0.0
1557,0.5,0.0,0.1
1558,0.5,0.01,0.1
1559,0.45,0.0,0.09
1560,0.45,0.01,0.09
1561,0.4,0.0,0.08
1562,0.4,0.01,0.08
1563,0.35000000000000003,0.0,0.07
1564,0.55,0.04,0.1
1565,0.35000000000000003,0.01,0.07
1566,0.30000000000000004,0.0,0.06
1567,0.5,0.04,0.09
1568,0.30000000000000004,0.01,0.06
1569,0.25,0.0,0.05
1570,0.45,0.04,0.08
1571,0.25,0.01,0.05
1572,0.2,0.0,0.04
1573,0.6000000000000001,0.07,0.1
1574,0.4,0.04,0.07
1575,0.2,0.01,0.04
1576,0.15000000000000002,0.0,0.03
1577,0.55,0.07,0.09
1578,0.35000000000000003,0.04,0.06
1579,0.15000000000000002,0.01,0.03
1580,0.1,0.0,0.02
1581,0.5,0.07,0.08
1582,0.30000000000000004,0.04,0.05
1583,0.1,0.01,0.02
1584,0.05,0.0,0.01
1585,0.5,0.1,0.02
1586,0.45,0.09,0.02
1587,0.4,0.08,0.02
1588,0.55,0.1,0.05
1589,0.35000000000000003,0.07,0.02
1590,0.5,0.09,0.05
1591,0.30000000000000004,0.06,0.02
1592,0.45,0.08,0.05
1593,0.25,0.05,0.02
1594,0.6000000000000001,0.1,0.08
1595,0.4,0.07,0.05
1596,0.2,0.04,0.02
1597,0.65,0.1,0.1
1598,0.55,0.09,0.08
1599,0.45,0.07,0.07
1600,0.35000000000000003,0.06,0.05
1601,0.25,0.04,0.04
1602,0.15000000000000002,0.03,0.02
1603,0.05,0.01,0.01
1604,0.5,0.02,0.1
1605,0.45,0.02,0.09
1606,0.4,0.02,0.08
1607,0.55,0.05,0.1
1608,0.35000000000000003,0.02,0.07
1609,0.5,0.05,0.09
1610,0.30000000000000004,0.02,0.06
1611,0.45,0.05,0.08
1612,0.25,0.02,0.05
1613,0.6000000000000001,0.08,0.1
1614,0.4,0.05,0.07
1615,0.2,0.02,0.04
1616,0.55,0.08,0.09
1617,0.35000000000000003,0.05,0.06
1618,0.15000000000000002,0.02,0.03
1619,0.5,0.1,0.03
1620,0.45,0.09,0.03
1621,0.4,0.08,0.03
1622,0.55,0.1,0.06
1623,0.35000000000000003,0.07,0.03
1624,0.5,0.09,0.06
1625,0.30000000000000004,0.06,0.03
1626,0.45,0.08,0.06
1627,0.25,0.05,0.03
1628,0.6000000000000001,0.1,0.09
1629,0.5,0.08,0.08
1630,0.4,0.07,0.06
1631,0.30000000000000004,0.05,0.05
1632,0.2,0.04,0.03
1633,0.1,0.02,0.02
1634,0.0,0.0,0.0
1635,0.5,0.03,0.1
1636,0.45,0.03,0.09
1637,0.4,0.03,0.08
1638,0.55,0.06,0.1
1639,0.35000000000000003,0.03,0.07
1640,0.5,0.06,0.09
1641,0.30000000000000004,0.03,0.06
1642,0.45,0.06,0.08
1643,0.25,0.03,0.05
1644,0.6000000000000001,0.09,0.1
1645,0.4,0.06,0.07
1646,0.2,0.03,0.04
1647,0.45,0.1,0.0
1648,0.45,0.1,0.01
1649,0.4,0.09,0.0
1650,0.4,0.09,0.01
1651,0.35000000000000003,0.08,0.0
1652,0.35000000000000003,0.08,0.01
1653,0.30000000000000004,0.07,0.0
1654,0.5,0.1,0.04
1655,0.30000000000000004,0.07,0.01
1656,0.25,0.06,0.0
1657,0.45,0.09,0.04
1658,0.25,0.06,0.01
1659,0.2,0.05,0.0
1660,0.4,0.08,0.04
1661,0.2,0.05,0.01
1662,0.15000000000000002,0.04,0.0
1663,0.55,0.1,0.07
1664,0.35000000000000003,0.07,0.04
1665,0.15000000000000002,0.04,0.01
1666,0.1,0.03,0.0
1667,0.5,0.09,0.07
1668,0.30000000000000004,0.06,0.04
1669,0.1,0.03,0.01
1670,0.05,0.02,0.0
1671,0.55,0.09,0.09
1672,0.45,0.08,0.07
1673,0.35000000000000003,0.06,0.06
1674,0.25,0.05,0.04
1675,0.15000000000000002,0.03,0.03
1676,0.05,0.02,0.01
1677,0.0,0.01,0.0
1678,0.45,0.0,0.1
1679,0.45,0.01,0.1
1680,0.4,0.0,0.09
1681,0.4,0.01,0.09
1682,0.35000000000000003,0.0,0.08
1683,0.35000000000000003,0.01,0.08
1684,0.30000000000000004,0.0,0.07
1685,0.5,0.04,0.1
1686,0.30000000000000004,0.01,0.07
1687,0.25,0.0,0.06
1688,0.45,0.04,0.09
1689,0.25,0.01,0.06
1690,0.2,0.0,0.05
1691,0.4,0.04,0.08
1692,0.2,0.01,0.05
1693,0.15000000000000002,0.0,0.04
1694,0.55,0.07,0.1
1695,0.35000000000000003,0.04,0.07
1696,0.15000000000000002,0.01,0.04
1697,0.1,0.0,0.03
1698,0.5,0.07,0.09
1699,0.30000000000000004,0.04,0.06
1700,0.1,0.01,0.03
1701,0.05,0.0,0.02
1702,0.45,0.07,0.08
1703,0.25,0.04,0.05
1704,0.05,0.01,0.02
1705,0.0,0.0,0.01
1706,0.45,0.1,0.02
1707,0.4,0.09,0.02
1708,0.35000000000000003,0.08,0.02
1709,0.5,0.1,0.05
1710,0.30000000000000004,0.07,0.02
1711,0.45,0.09,0.05
1712,0.25,0.06,0.02
1713,0.4,0.08,0.05
1714,0.2,0.05,0.02
1715,0.55,0.1,0.08
1716,0.35000000000000003,0.07,0.05
1717,0.15000000000000002,0.04,0.02
1718,0.6000000000000001,0.1,0.1
1719,0.5,0.09,0.08
1720,0.4,0.07,0.07
1721,0.30000000000000004,0.06,0.05
1722,0.2,0.04,0.04
